year,survey_id,SITE,site_type,SITE_label,DATE,Activity,Coral_No,Colour_Code_Lightest,Colour_Code_Darkest,Average_Colour,Coral_Type,Type,Colour_Code_num,health
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,7,B2,B3,2.5,Branching corals,Lightest_num,2,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,7,B2,B3,2.5,Branching corals,Darkest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,8,D5,D6,5.5,Branching corals,Lightest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,8,D5,D6,5.5,Branching corals,Darkest_num,6,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,9,E4,E5,4.5,Branching corals,Lightest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,9,E4,E5,4.5,Branching corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,10,E3,E4,3.5,Branching corals,Lightest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,10,E3,E4,3.5,Branching corals,Darkest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,11,B3,B5,4,Branching corals,Lightest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,11,B3,B5,4,Branching corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,12,B3,D5,4,Branching corals,Lightest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,12,B3,D5,4,Branching corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,13,E4,E5,4.5,Boulder corals,Lightest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,13,E4,E5,4.5,Boulder corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,14,E2,E3,2.5,Boulder corals,Lightest_num,2,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,14,E2,E3,2.5,Boulder corals,Darkest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,15,D3,D4,3.5,Branching corals,Lightest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,15,D3,D4,3.5,Branching corals,Darkest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,16,D4,D4,4,Boulder corals,Lightest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,16,D4,D4,4,Boulder corals,Darkest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,17,E3,E4,3.5,Boulder corals,Lightest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,17,E3,E4,3.5,Boulder corals,Darkest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,18,E2,E3,2.5,Branching corals,Lightest_num,2,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,18,E2,E3,2.5,Branching corals,Darkest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,1,E3,E5,4,Boulder corals,Lightest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,1,E3,E5,4,Boulder corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,2,E4,D5,4.5,Boulder corals,Lightest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,2,E4,D5,4.5,Boulder corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,3,E2,D6,4,Branching corals,Lightest_num,2,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,3,E2,D6,4,Branching corals,Darkest_num,6,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,4,E2,E4,3,Boulder corals,Lightest_num,2,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,4,E2,E4,3,Boulder corals,Darkest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,5,D2,B6,4,Branching corals,Lightest_num,2,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,5,D2,B6,4,Branching corals,Darkest_num,6,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,7,C2,C5,3.5,Boulder corals,Lightest_num,2,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,7,C2,C5,3.5,Boulder corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,8,E2,E4,3,Branching corals,Lightest_num,2,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,8,E2,E4,3,Branching corals,Darkest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,10,C1,C2,1.5,Branching corals,Lightest_num,1,bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,10,C1,C2,1.5,Branching corals,Darkest_num,2,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,12,C3,C5,4,Boulder corals,Lightest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,12,C3,C5,4,Boulder corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,13,E4,E6,5,Boulder corals,Lightest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,13,E4,E6,5,Boulder corals,Darkest_num,6,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,14,E1,E4,2.5,Plate corals,Lightest_num,1,bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,14,E1,E4,2.5,Plate corals,Darkest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,15,E4,E5,4.5,Boulder corals,Lightest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,15,E4,E5,4.5,Boulder corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,16,E1,E3,2,Branching corals,Lightest_num,1,bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,16,E1,E3,2,Branching corals,Darkest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,17,D3,D4,3.5,Branching corals,Lightest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,17,D3,D4,3.5,Branching corals,Darkest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,18,D2,B4,3,Branching corals,Lightest_num,2,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,18,D2,B4,3,Branching corals,Darkest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,20,D1,D2,1.5,Plate corals,Lightest_num,1,bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,20,D1,D2,1.5,Plate corals,Darkest_num,2,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,1,D4,D5,4.5,Branching corals,Lightest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,1,D4,D5,4.5,Branching corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,2,D5,D5,5,Boulder corals,Lightest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,2,D5,D5,5,Boulder corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,3,E3,E4,3.5,Branching corals,Lightest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,3,E3,E4,3.5,Branching corals,Darkest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,4,E4,E5,4.5,Branching corals,Lightest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,4,E4,E5,4.5,Branching corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,5,E4,E6,5,Branching corals,Lightest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,5,E4,E6,5,Branching corals,Darkest_num,6,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,6,E4,E5,4.5,Branching corals,Lightest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,6,E4,E5,4.5,Branching corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,7,E4,E5,4.5,Boulder corals,Lightest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,7,E4,E5,4.5,Boulder corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,8,E3,E4,3.5,Branching corals,Lightest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,8,E3,E4,3.5,Branching corals,Darkest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,9,B3,B4,3.5,Boulder corals,Lightest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,9,B3,B4,3.5,Boulder corals,Darkest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,10,E2,E4,3,Branching corals,Lightest_num,2,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,10,E2,E4,3,Branching corals,Darkest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,11,E5,D5,5,Boulder corals,Lightest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,11,E5,D5,5,Boulder corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,12,D4,D5,4.5,Branching corals,Lightest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,12,D4,D5,4.5,Branching corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,14,E4,C5,4.5,Branching corals,Lightest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,14,E4,C5,4.5,Branching corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,15,E3,D5,4,Branching corals,Lightest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,15,E3,D5,4,Branching corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,16,E4,D5,4.5,Branching corals,Lightest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,16,E4,D5,4.5,Branching corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,17,E4,E5,4.5,Branching corals,Lightest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,17,E4,E5,4.5,Branching corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,18,B3,E5,4,Boulder corals,Lightest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,18,B3,E5,4,Boulder corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,19,E4,E5,4.5,Branching corals,Lightest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,19,E4,E5,4.5,Branching corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,20,C3,C5,4,Boulder corals,Lightest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,20,C3,C5,4,Boulder corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,1,E4,E5,4.5,Branching corals,Lightest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,1,E4,E5,4.5,Branching corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,2,E4,E5,4.5,Branching corals,Lightest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,2,E4,E5,4.5,Branching corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,4,D2,D2,2,Branching corals,Lightest_num,2,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,4,D2,D2,2,Branching corals,Darkest_num,2,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,5,D3,D6,4.5,Branching corals,Lightest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,5,D3,D6,4.5,Branching corals,Darkest_num,6,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,6,D3,D4,3.5,Boulder corals,Lightest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,6,D3,D4,3.5,Boulder corals,Darkest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,7,D3,D5,4,Branching corals,Lightest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,7,D3,D5,4,Branching corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,8,E3,E5,4,Branching corals,Lightest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,8,E3,E5,4,Branching corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,9,D2,D3,2.5,Branching corals,Lightest_num,2,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,9,D2,D3,2.5,Branching corals,Darkest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,10,C2,C5,3.5,Boulder corals,Lightest_num,2,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,10,C2,C5,3.5,Boulder corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,11,D2,D3,2.5,Branching corals,Lightest_num,2,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,11,D2,D3,2.5,Branching corals,Darkest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,12,D3,D5,4,Branching corals,Lightest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,12,D3,D5,4,Branching corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,13,B3,B5,4,Branching corals,Lightest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,13,B3,B5,4,Branching corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,14,E3,E5,4,Branching corals,Lightest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,14,E3,E5,4,Branching corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,15,B4,B6,5,Branching corals,Lightest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,15,B4,B6,5,Branching corals,Darkest_num,6,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,16,E4,E5,4.5,Boulder corals,Lightest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,16,E4,E5,4.5,Boulder corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,17,B3,B5,4,Branching corals,Lightest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,17,B3,B5,4,Branching corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,18,D3,D5,4,Branching corals,Lightest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,18,D3,D5,4,Branching corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,19,D3,D5,4,Branching corals,Lightest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,19,D3,D5,4,Branching corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,20,D1,D4,2.5,Branching corals,Lightest_num,1,bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,20,D1,D4,2.5,Branching corals,Darkest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,1,E3,D5,4,Boulder corals,Lightest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,1,E3,D5,4,Boulder corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,2,E3,D6,4.5,Boulder corals,Lightest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,2,E3,D6,4.5,Boulder corals,Darkest_num,6,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,3,E2,D4,3,Branching corals,Lightest_num,2,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,3,E2,D4,3,Branching corals,Darkest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,4,D2,D4,3,Branching corals,Lightest_num,2,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,4,D2,D4,3,Branching corals,Darkest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,5,E4,D5,4.5,Branching corals,Lightest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,5,E4,D5,4.5,Branching corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,6,E4,D5,4.5,Boulder corals,Lightest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,6,E4,D5,4.5,Boulder corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,8,D2,B3,2.5,Branching corals,Lightest_num,2,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,8,D2,B3,2.5,Branching corals,Darkest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,9,B2,E5,3.5,Boulder corals,Lightest_num,2,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,9,B2,E5,3.5,Boulder corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,10,E2,D4,3,Boulder corals,Lightest_num,2,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,10,E2,D4,3,Boulder corals,Darkest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,12,E4,D5,4.5,Branching corals,Lightest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,12,E4,D5,4.5,Branching corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,13,C4,D6,5,Boulder corals,Lightest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,13,C4,D6,5,Boulder corals,Darkest_num,6,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,14,D2,D4,3,Branching corals,Lightest_num,2,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,14,D2,D4,3,Branching corals,Darkest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,15,C3,C5,4,Boulder corals,Lightest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,15,C3,C5,4,Boulder corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,16,E3,D4,3.5,Branching corals,Lightest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,16,E3,D4,3.5,Branching corals,Darkest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,17,E1,D5,3,Boulder corals,Lightest_num,1,bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,17,E1,D5,3,Boulder corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,18,E2,D5,3.5,Boulder corals,Lightest_num,2,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,18,E2,D5,3.5,Boulder corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,19,E1,D6,3.5,Branching corals,Lightest_num,1,bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,19,E1,D6,3.5,Branching corals,Darkest_num,6,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,20,B3,C5,4,Plate corals,Lightest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,20,B3,C5,4,Plate corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,1,B2,B5,3.5,Branching corals,Lightest_num,2,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,1,B2,B5,3.5,Branching corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,2,E2,E4,3,Boulder corals,Lightest_num,2,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,2,E2,E4,3,Boulder corals,Darkest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,3,D3,D4,3.5,Boulder corals,Lightest_num,3,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,3,D3,D4,3.5,Boulder corals,Darkest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,4,E4,E5,4.5,Boulder corals,Lightest_num,4,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,4,E4,E5,4.5,Boulder corals,Darkest_num,5,not bleached
2021,Research Zone_2021-11-04,Research Zone,RF,Research Zone (RF),2021-11-04,Reef walking,5,E4,E5,4.5,Branching corals,Lightest_num,4,not bleached
