datetime,DATE,REEF,SITE,RESEARCH_SITE,SUBSTRATE_000,SUBSTRATE_001,SUBSTRATE_002,SUBSTRATE_003,SUBSTRATE_004,SUBSTRATE_005,SUBSTRATE_006,SUBSTRATE_007,SUBSTRATE_008,SUBSTRATE_009,SUBSTRATE_010,SUBSTRATE_011,SUBSTRATE_012,SUBSTRATE_013,SUBSTRATE_014,SUBSTRATE_015,SUBSTRATE_016,SUBSTRATE_017,SUBSTRATE_018,SUBSTRATE_019,SUBSTRATE_020,SUBSTRATE_021,SUBSTRATE_022,SUBSTRATE_023,SUBSTRATE_024,SUBSTRATE_025,SUBSTRATE_026,SUBSTRATE_027,SUBSTRATE_028,SUBSTRATE_029,SUBSTRATE_030,SUBSTRATE_031,SUBSTRATE_032,SUBSTRATE_033,SUBSTRATE_034,SUBSTRATE_035,SUBSTRATE_036,SUBSTRATE_037,SUBSTRATE_038,SUBSTRATE_039,SUBSTRATE_040,SUBSTRATE_041,SUBSTRATE_042,SUBSTRATE_043,SUBSTRATE_044,SUBSTRATE_045,SUBSTRATE_046,SUBSTRATE_047,SUBSTRATE_048,SUBSTRATE_049,SUBSTRATE_050,SUBSTRATE_051,SUBSTRATE_052,SUBSTRATE_053,SUBSTRATE_054,SUBSTRATE_055,SUBSTRATE_056,SUBSTRATE_057,SUBSTRATE_058,SUBSTRATE_059,SUBSTRATE_060,SUBSTRATE_061,SUBSTRATE_062,SUBSTRATE_063,SUBSTRATE_064,SUBSTRATE_065,SUBSTRATE_066,SUBSTRATE_067,SUBSTRATE_068,SUBSTRATE_069,SUBSTRATE_070,SUBSTRATE_071,SUBSTRATE_072,SUBSTRATE_073,SUBSTRATE_074,SUBSTRATE_075,SUBSTRATE_076,SUBSTRATE_077,SUBSTRATE_078,SUBSTRATE_079,SUBSTRATE_080,SUBSTRATE_081,SUBSTRATE_082,SUBSTRATE_083,SUBSTRATE_084,SUBSTRATE_085,SUBSTRATE_086,SUBSTRATE_087,SUBSTRATE_088,SUBSTRATE_089,SUBSTRATE_090,SUBSTRATE_091,SUBSTRATE_092,SUBSTRATE_093,SUBSTRATE_094,SUBSTRATE_095,SUBSTRATE_096,SUBSTRATE_097,SUBSTRATE_098,SUBSTRATE_099,SUBSTRATE_100,SUBSTRATE_101,SUBSTRATE_102,SUBSTRATE_103,SUBSTRATE_104,SUBSTRATE_105,SUBSTRATE_106,SUBSTRATE_107,SUBSTRATE_108,SUBSTRATE_109,SUBSTRATE_110,SUBSTRATE_111,SUBSTRATE_112,SUBSTRATE_113,SUBSTRATE_114,SUBSTRATE_115,SUBSTRATE_116,SUBSTRATE_117,SUBSTRATE_118,SUBSTRATE_119,SUBSTRATE_120,SUBSTRATE_121,SUBSTRATE_122,SUBSTRATE_123,SUBSTRATE_124,SUBSTRATE_125,SUBSTRATE_126,SUBSTRATE_127,SUBSTRATE_128,SUBSTRATE_129,SUBSTRATE_130,SUBSTRATE_131,SUBSTRATE_132,SUBSTRATE_133,SUBSTRATE_134,SUBSTRATE_135,SUBSTRATE_136,SUBSTRATE_137,SUBSTRATE_138,SUBSTRATE_139,SUBSTRATE_140,SUBSTRATE_141,SUBSTRATE_142,SUBSTRATE_143,SUBSTRATE_144,SUBSTRATE_145,SUBSTRATE_146,SUBSTRATE_147,SUBSTRATE_148,SUBSTRATE_149,SUBSTRATE_150,SUBSTRATE_151,SUBSTRATE_152,SUBSTRATE_153,SUBSTRATE_154,SUBSTRATE_155,SUBSTRATE_156,SUBSTRATE_157,SUBSTRATE_158,SUBSTRATE_159,MACROALGAE_1,MACROALGAE_2,MACROALGAE_3,MACROALGAE_4
8/11/2014 0:00,8/11/2014,Heron Reef,Harry's Bommie,1,RCTA,HCE,RCTA,HCF,HCBR,HCBR,HCBR,HCBR,RCTA,RKC,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCF,HCBR,HCF,HCBR,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,HCBR,HCBR,HCE,HCBR,HCBR,HCBR,HCBR,RCTA,RCCA,HCBR,HCBR,HCBR,HCBR,RCCA,HCF,HCBR,RCTA,HCE,HCE,HCE,HCBR,RB,HCBR,HCBR,HCF,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCF,RCCA,HCBR,HC,SC,HCF,HCF,HCB,HCBR,HCBR,HCBR,RCTA,HCBR,HCBR,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,HCM,RCTA,HCBR,HCBR,HCBR,HCBR,HCF,HC,RCTA,RCTA,SCL,HCP,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,HCBR,HCBR,HCF,HCBR,HCBR,RCTA,HC,HC,HCBR,HCBR,HCBR,HCBR,RCTA,HCBR,HCBR,HCBR,RCTA,RCTA,RCTA,RCCA,HCF,RCCA,HCBR,HCF,RCTA,HCBR,HCBR,HCBR,HCP,HCBR,RCTA,HCBR,SCL,HCBR,HCBR,HCBR,NIA,HCF,HCBR,HC,RKCNIA,HCF,HCF,RCTA,HCBR,HCBR,HCBR,RCTA,HCBR,HCBR,HCBR,RKC,SD,RB,0,0,0,0
2/11/2011 0:00,2/11/2011,Heron Reef,Harry's Bommie,1,HCP,RB,HCBR,HCF,HCBR,HCE,HC,RB,RB,HCBR,SD,SD,SD,SD,RB,RB,RCTA,HCBR,SCL,HCBR,HCM,HCF,HCF,HCBR,HCE,SD,HCBR,SI,RCTA,RCTA,HCE,HCM,RB,RCTA,HCM,HCM,RCCA,HCM,HCBR,SD,RB,RCTA,HCE,RCTA,RCTA,RCTA,RCTA,RCCA,HCF,HC,SP,RCTA,RCTA,RB,HCBR,SPE,RB,RB,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,RCTA,SCL,HCBR,HCBR,RCTA,HCBR,HCBR,RCTA,RCTA,HCBR,RCTA,RCCA,RCTA,HCF,SC,RCTA,RB,HCBR,RCTA,SC,HCE,SCL,RCTA,HC,HCBR,SD,SD,SD,HCBR,SPE,HCBR,HC,HCB,HC,RCTA,HCBR,SD,HCBR,SD,HCBR,RB,HCBR,HCBR,HCF,HCF,HCE,HCE,HCBR,HCF,HCBR,HCF,RCCA,NIA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,HCBR,HCBR,NIA,HCBR,RCTA,HCBR,HCBR,HCBR,RCTA,RCCA,HCBR,RCTA,RCTA,RB,RCTA,RCTA,HCBR,HCBR,RCCA,SC,RCTA,RCTA,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,0,1,2,5
26/10/2019 14:00,26/10/2019,Heron Reef,Harry's Bommie,1,RCTA,SCZ,SCZ,HC,HCF,HCBR,RB,HCBR,RB,HCE,RB,HCF,RCTA,HCBR,HCM,HCM,HCE,HCBR,HCE,RCTA,HCBR,HCB,HCB,HCBR,HCE,HCF,HCF,HCF,HCBR,HCBR,HCBR,HCF,HCF,HCBR,HCE,HCF,HCF,HCF,HCBR,SCL,HCBR,RKC,HCBR,RB,HCBR,HCF,HC,HCE,HCE,HCF,HCE,RB,RB,HCBR,RCTA,HCBR,HCE,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,HCBR,RCTA,HCF,HCF,HCF,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,HCBR,HCE,HCBR,HCBR,HCF,HCF,HCF,HCF,HCBR,HCBR,SCL,SCL,RB,HCE,HCF,RB,SD,HCBR,HCBR,HCE,RCTA,RCTA,HCBR,HCBR,RCTA,HCBR,HCBR,HCBR,HCB,HCB,HCBR,SD,HCBR,HCBR,HCBR,HCE,HCB,RCTA,HCBR,RCTA,RCTA,RCTA,SCL,HCBR,RCTA,HCBR,HCBR,SCL,RCTA,HCBR,HCBR,HCBR,RCTA,RCTA,RCTA,HCBR,RCTA,HCBR,RCTA,HCBR,HCBR,SCL,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,HCBR,0,0,0,0
18/9/2016 0:00,18/9/2016,Heron Reef,Harry's Bommie,1,HCBR,RCTA,RCTA,HCF,HCB,HCBR,HCF,HCBR,HCBR,HCBR,HCBR,HCF,HCBR,HCBR,HCBR,RCTA,HC,HCF,RCTA,RCTA,HCBR,HCB,HCF,HCP,RCTA,RCTA,HCBR,HCF,RCTA,HCF,HCF,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HC,HCBR,HCF,HCBR,HCBR,HCE,HCE,HCF,HCBR,HCBR,HCBR,HCF,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,HCF,HCBR,HCBR,HCBR,HCF,HCBR,HCBR,HCBR,HCB,HCBR,HCF,HCBR,HCBR,RCCA,HCBR,HCF,HCBR,HCBR,HCBR,HCBR,HCF,HCF,RCCA,HCF,HC,HCBR,SCL,RCCA,HC,HC,HCF,HCB,HC,HCBR,HCBR,HCBR,HCBR,HCBR,RB,HCBR,RCTA,RCTA,HCBR,HCBR,HCBR,HCE,HCBR,HCBR,HCBR,HCBR,RCTA,HCBR,HCP,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCM,HCBR,HCBR,HCF,HCBR,HCP,HCBR,HCBR,RCCA,HCBR,HCBR,HCBR,HCF,HCBR,HCBR,RCCA,RCCA,0,0,0,0
6/11/2021 13:00,6/11/2021,Heron Reef,Harry's Bommie,1,RC,HCE,HCE,HCBR,HCBR,RCTA,HCBR,HCBR,HCBR,RCTA,HCBR,HCF,HCBR,RCTA,HCE,HCE,HCF,HCBR,HCF,HCF,HCF,RC,RCTA,RCTA,HCBR,HCM,HCBR,RCTA,RC,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,HCF,HCBR,HCBR,RCTA,HCBR,SCL,HCF,HCF,RCTA,HCBR,HCBR,RCTA,HCE,HCF,HCBR,RB,RCTA,RCTA,RB,HCBR,HCBR,RCTA,RCTA,HCBR,RCTA,HCBR,HCF,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,SC,HCBR,RCTA,RCTA,HCF,HCBR,HCBR,HCBR,HCBR,RCTA,HCBR,HCBR,RCTA,RB,HCBR,HCF,RCCA,HCF,HCBR,HCBR,HCBR,RCTA,HCBR,RCTA,RCTA,RCTA,HCE,HCF,HCBR,HCBR,RCTA,HCBR,NIA,HCF,RCTA,HCF,RCTA,RCTA,RCTA,RCTA,HCP,RCTA,HCBR,RCTA,HCBR,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,HCF,RCTA,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,HCBR,HCBR,HCBR,0,0,0,0
26/11/2022 15:05,26/11/2022,Heron Reef,Heron Bommie,1,RCTA,HCBR,HCBR,HCBR,RCCA,HCP,HCP,SC,HCF,HCF,HCBR,SC,HCBR,RCTA,HCF,HCP,HCP,HCP,HCF,RB,HCF,HCF,HCP,HCP,HCB,HCP,RB,RCCA,RCCA,HCF,RB,RC,HCBR,HCE,RCCA,HCBR,RB,HCBR,RB,HCBR,HCBR,SC,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RB,HCBR,RCCA,HCBR,HC,HC,SC,RB,HCBR,RCCA,HCBR,RB,RB,HCBR,HCBR,HCBR,HCBR,SCL,HCBR,RCCA,RCCA,HCBR,RCTA,RB,HCBR,RCCA,RB,RCCA,HCBR,HCBR,SD,SD,HCBR,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCP,HCBR,HCF,HCBR,RCCA,RCTA,HCE,SD,HCBR,RCTA,SD,SD,RCTA,RCTA,HCBR,HCBR,RCTA,HCBR,SD,RCTA,SD,SD,SD,HCB,HCBR,HCBR,HCBR,HCBR,RCTA,HCF,RCTA,RB,RB,RCTA,RCTA,HCBR,HCBR,HCBR,HC,RCCA,RCCA,RCCA,HCBR,HCBR,HCBR,RCCA,RCCA,RB,RB,RCCA,HCBR,RCCA,RCTA,OT,OT,RCCA,HCBR,HCBR,RCCA,0,0,0,0
11/11/2014 0:00,11/11/2014,Heron Reef,Heron Bommie,1,RCTA,HC,SC,RCTA,SCL,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,SD,HCBR,SCL,SCL,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,HCB,HCB,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCB,HCBR,HCBR,HCBR,RCTA,RCTA,NIA,HCF,RCTA,HC,HC,HC,HCBR,HCBR,HCF,HCF,SD,HCF,HCF,HCF,HCM,RC,HCM,HC,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,HC,HCP,NIA,HCBR,HCBR,HC,HCP,HCBR,RKCNIA,HCBR,RCTA,RCTA,HCBR,HCBR,RCTA,HCB,RCTA,RCTA,HCBR,HCBR,RCTA,RKCTA,RCTA,HCBR,HCBR,RCTA,NIA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,NIA,OT,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,NIA,HCBR,HCBR,HCB,HCBR,HCB,HCBR,HCB,HCBR,NIA,HCP,HCB,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RKC,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,0,0,0,0
3/11/2017 0:00,3/11/2017,Heron Reef,Heron Bommie,1,RCTA,RCTA,RCTA,RCTA,RCTA,OT,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCCA,RCCA,HCBR,RCCA,RCCA,HCBR,RB,RB,RB,RB,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCB,RCCA,RCTA,HCF,HCF,RKCTA,HCBR,HCBR,HCBR,HCBR,RCTA,HCBR,HCBR,OT,HCBR,OT,HCBR,OT,OT,HCBR,RCTA,RCCA,HC,OT,HCBR,OT,RCCA,HCE,RCCA,HCBR,HCP,RCCA,RCCA,OT,HCBR,RCTA,OT,HCP,RCTA,RCTA,RKCTA,RCTA,SCL,HCBR,RCTA,HCBR,HCBR,RCCA,HCBR,RCCA,RCCA,HCBR,RCTA,RCCA,HCBR,RCTA,RCTA,HCBR,OT,HCF,HCBR,HCBR,HCBR,RCTA,RCTA,HCBR,SD,SD,SPE,RCTA,RCCA,HCF,OT,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,HCBR,RB,HCBR,HCBR,RCTA,HCBR,HCBR,RCTA,HCBR,HCBR,HCBR,RCTA,HCBR,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,OT,OT,HCBR,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,HCP,HCP,HCP,HCP,HCF,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,0,0,0,0
4/10/2023 10:30,4/10/2023,Heron Reef,Heron Bommie,1,RCTA,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,HCBR,HCE,SC,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCE,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,SC,SC,HCBR,HCBR,HCBR,SC,HCBR,HCBR,HCBR,RCTA,RCTA,HCP,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,HCBR,OT,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCE,HCBR,HCBR,HCBR,HCF,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,OT,HCBR,HCBR,RCTA,OT,HCP,SD,HCP,HCE,HC,RCTA,RCTA,RCTA,HCP,HCBR,HCBR,HCM,HCP,HCP,RCTA,HCP,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCP,RCCA,RCTA,HCBR,OT,OT,RCTA,HCBR,HCBR,RCTA,RCTA,HCBR,OT,HCBR,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,0,0,0,0
27/11/2015 0:00,27/11/2015,Heron Reef,Heron Bommie,1,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,HCP,HCBR,HCB,RCTA,HCP,HCBR,HCM,HCBR,HCP,HCP,HCP,RC,HCBR,HCBR,HCBR,HCBR,HCP,HCBR,HCBR,HCBR,SD,HCBR,HCBR,HCBR,HCBR,SCL,HCBR,HCP,SCL,RCTA,SCL,SC,HCB,RKCTA,HCBR,HCF,HCF,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,SCL,SCL,RCTA,SCL,HCBR,HCBR,HCBR,HCBR,RKCTA,HCBR,HCP,HCBR,HCBR,HCBR,HCBR,SCL,RB,RB,RB,RB,RB,RB,RB,HCBR,HCBR,RB,HCB,HCB,HCB,HCB,HCB,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RKCTA,RKCTA,RKCTA,RKCTA,HCBR,HCF,HCBR,HCBR,HCE,HCE,HCE,HCE,HCB,HCB,HCBR,HCF,HCF,HCB,HCB,HCBR,RCTA,HCB,HCBR,HCBR,SD,RB,RCTA,RCTA,HCBR,RCTA,RB,RB,RB,RB,RCTA,RB,HCBR,HCBR,HCB,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,HCBR,HCBR,HCB,RB,HCBR,HCB,HCBR,0,0,0,0
20/9/2016 0:00,20/9/2016,Heron Reef,Heron Bommie,1,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RB,RB,RB,RB,RB,RB,RB,RB,RB,RB,RB,RB,RB,RB,RB,RB,RB,RB,RB,RB,RB,RB,RB,RB,RB,RCCA,HCBR,HCF,SC,SC,SC,RC,SC,RB,HCBR,HCBR,HCBR,RCTA,HCBR,HCBR,SCL,HCBR,HCBR,HCBR,HCBR,SC,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,RCCA,HCF,HCF,RCCA,RB,RB,RCCA,RCCA,RCCA,HCBR,HCBR,RCCA,RCCA,HCF,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,HCP,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCCA,RCCA,RCTA,RB,HCBR,HCBR,HCBR,HCF,HCM,RCTA,OT,RCCA,RCCA,HCBR,HCM,RCCA,HCBR,RB,RB,RB,HCBR,HCP,HCP,HCP,RCTA,OT,HCBR,OT,HCF,HCBR,HCBR,HCBR,HCBR,SC,HCP,HCBR,HCP,RCCA,RCTA,RCCA,HCBR,RCTA,RCTA,RCCA,HCBR,HCP,HCBR,HCP,OT,HCB,HCBR,RCTA,RCCA,HCBR,SC,HCBR,RCCA,RCCA,SC,RCTA,RCTA,OT,RCCA,RCCA,RCCA,OT,HCBR,OT,0,0,0,0
4/11/2020 14:30,4/11/2020,Heron Reef,Heron Bommie,1,HCBR,HCF,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,HCBR,SCL,SCL,RCTA,RCCA,RCCA,HCBR,SD,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,HCBR,SC,SC,RCCA,HCBR,HCBR,HCBR,HCBR,RB,RCTA,RCTA,HCBR,RB,RB,HCBR,RCCA,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCF,RCTA,HCBR,RCCA,RCCA,HCE,HCBR,HCBR,HCBR,HCBR,RB,HCM,HCM,HCM,HCM,HCM,HCE,SD,SD,HCBR,HCBR,HCBR,HCBR,RCCA,HCBR,RCCA,RCCA,RCTA,RCTA,RCCA,RCCA,HCBR,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,RCTA,RB,HCBR,HCBR,HCBR,HCBR,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,HCBR,HCBR,HCBR,RCCA,RCTA,RCTA,RCTA,HCBR,SD,RB,RB,HCE,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,HCBR,SC,SC,RCTA,RCTA,HCBR,RCTA,HCBR,HCBR,HCBR,RCTA,HCBR,HCBR,HCBR,HCP,RCTA,HCBR,HCBR,HCBR,0,0,0,0
9/11/2021 14:40,9/11/2021,Heron Reef,Heron Bommie,1,HCE,RB,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,HCBR,RCTA,HCBR,HCBR,RCTA,HCBR,RCTA,HCF,HCBR,RCTA,RCTA,HCE,RCTA,RCTA,RCTA,HCBR,HCBR,RCTA,HCBR,HCBR,RCTA,HCBR,HCBR,OT,HCBR,HCBR,HCBR,HCBR,HCBR,RB,RB,SCL,SCL,SCL,HCBR,SCL,HCBR,OT,RCTA,NIA,RCTA,RCTA,OT,RCCA,RCCA,HCP,RCTA,SD,RB,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,OT,RCTA,OT,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,HCBR,OT,SD,SD,SD,SD,HCBR,HCE,RCTA,HCE,HCP,SD,SD,SD,SD,HC,RCTA,HCE,HCM,RCTA,RCCA,HCP,HCBR,HCP,HCE,RCTA,HCBR,RCTA,HCBR,RCCA,HCBR,HC,RCCA,OT,OT,RCTA,HCBR,OT,RCTA,OT,HCBR,HCBR,HCBR,OT,HCBR,RCCA,HCBR,RCCA,RB,HCBR,RCTA,HCBR,RCCA,RCTA,RCCA,OT,RCTA,RCCA,RCTA,OT,RCTA,OT,HCBR,RCTA,RCTA,OT,RCTA,HCBR,HCBR,OT,RCTA,RCTA,HCBR,SPE,RCCA,HCBR,HCBR,HCBR,RCTA,HCBR,RCTA,HCBR,0,0,0,0
4/11/2011 0:00,4/11/2011,Heron Reef,Heron Bommie,1,HCP,HCP,HCP,HCBR,HCBR,HCBR,HCBR,SCL,SCL,SCL,SCL,HCBR,HCBR,HCBR,RB,SC,RCTA,RB,HCBR,HCBR,RCCA,HCBR,HCBR,SCL,RCCA,SC,RCCA,RB,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,SD,RB,HCBR,SD,HCBR,HCBR,RB,RB,HCBR,RB,RB,RB,RB,RB,RB,HCBR,RB,HCBR,HCBR,RB,RB,RB,RB,RB,RB,HCBR,OT,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,HCBR,HCBR,RCTA,HCBR,HCBR,HCF,HCBR,RCCA,RCCA,HCBR,HCBR,HCE,RCTA,RCCA,HCF,HCBR,HCE,HCP,OT,OT,RCTA,HCBR,RCTA,RCCA,OT,OT,HCBR,RCCA,OT,HCBR,RCTA,OT,RCTA,HCBR,HCBR,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,SC,HCE,RCTA,HCBR,HCBR,RCTA,OT,HCBR,HCBR,HCBR,OT,HCBR,HCF,HCBR,HCBR,HCBR,HCBR,OT,HCBR,HCBR,HCBR,HCBR,HCBR,OT,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,0,0,0,0
4/11/2013 0:00,4/11/2013,Heron Reef,Heron Bommie,1,HCP,HCBR,HCBR,SCL,HCBR,HCB,RCCA,RCCA,RB,RB,SCL,RCCA,RB,RB,RCCA,RB,RB,RB,RB,HCBR,RB,RCCA,RCCA,RB,RB,RCCA,RCCA,RCTA,RCCA,HCBR,HCB,HCB,HCB,HCB,HCB,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCF,HCBR,HCBR,HCF,HCF,HCF,HCF,HCBR,RKCTA,HCB,HCF,HCB,RCTA,HCB,HCB,RCTA,HCP,RCTA,HCBR,RCTA,SD,RCTA,HC,HCF,HCF,HCE,SD,HCF,HCF,HCP,HCBR,HCM,HCM,HCF,HCF,RCTA,RCTA,RCCA,RCCA,HCP,RKCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RKCTA,HCBR,RKCTA,HCBR,HCBR,HCBR,RCTA,RKCTA,HCBR,HCBR,HCBR,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,SC,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,SC,RCTA,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,RB,RB,RCCA,RCCA,RCCA,HCP,HCF,1,1,2,1
