datetime,DATE,REEF,SITE,RESEARCH_SITE,SUBSTRATE_000,SUBSTRATE_001,SUBSTRATE_002,SUBSTRATE_003,SUBSTRATE_004,SUBSTRATE_005,SUBSTRATE_006,SUBSTRATE_007,SUBSTRATE_008,SUBSTRATE_009,SUBSTRATE_010,SUBSTRATE_011,SUBSTRATE_012,SUBSTRATE_013,SUBSTRATE_014,SUBSTRATE_015,SUBSTRATE_016,SUBSTRATE_017,SUBSTRATE_018,SUBSTRATE_019,SUBSTRATE_020,SUBSTRATE_021,SUBSTRATE_022,SUBSTRATE_023,SUBSTRATE_024,SUBSTRATE_025,SUBSTRATE_026,SUBSTRATE_027,SUBSTRATE_028,SUBSTRATE_029,SUBSTRATE_030,SUBSTRATE_031,SUBSTRATE_032,SUBSTRATE_033,SUBSTRATE_034,SUBSTRATE_035,SUBSTRATE_036,SUBSTRATE_037,SUBSTRATE_038,SUBSTRATE_039,SUBSTRATE_040,SUBSTRATE_041,SUBSTRATE_042,SUBSTRATE_043,SUBSTRATE_044,SUBSTRATE_045,SUBSTRATE_046,SUBSTRATE_047,SUBSTRATE_048,SUBSTRATE_049,SUBSTRATE_050,SUBSTRATE_051,SUBSTRATE_052,SUBSTRATE_053,SUBSTRATE_054,SUBSTRATE_055,SUBSTRATE_056,SUBSTRATE_057,SUBSTRATE_058,SUBSTRATE_059,SUBSTRATE_060,SUBSTRATE_061,SUBSTRATE_062,SUBSTRATE_063,SUBSTRATE_064,SUBSTRATE_065,SUBSTRATE_066,SUBSTRATE_067,SUBSTRATE_068,SUBSTRATE_069,SUBSTRATE_070,SUBSTRATE_071,SUBSTRATE_072,SUBSTRATE_073,SUBSTRATE_074,SUBSTRATE_075,SUBSTRATE_076,SUBSTRATE_077,SUBSTRATE_078,SUBSTRATE_079,SUBSTRATE_080,SUBSTRATE_081,SUBSTRATE_082,SUBSTRATE_083,SUBSTRATE_084,SUBSTRATE_085,SUBSTRATE_086,SUBSTRATE_087,SUBSTRATE_088,SUBSTRATE_089,SUBSTRATE_090,SUBSTRATE_091,SUBSTRATE_092,SUBSTRATE_093,SUBSTRATE_094,SUBSTRATE_095,SUBSTRATE_096,SUBSTRATE_097,SUBSTRATE_098,SUBSTRATE_099,SUBSTRATE_100,SUBSTRATE_101,SUBSTRATE_102,SUBSTRATE_103,SUBSTRATE_104,SUBSTRATE_105,SUBSTRATE_106,SUBSTRATE_107,SUBSTRATE_108,SUBSTRATE_109,SUBSTRATE_110,SUBSTRATE_111,SUBSTRATE_112,SUBSTRATE_113,SUBSTRATE_114,SUBSTRATE_115,SUBSTRATE_116,SUBSTRATE_117,SUBSTRATE_118,SUBSTRATE_119,SUBSTRATE_120,SUBSTRATE_121,SUBSTRATE_122,SUBSTRATE_123,SUBSTRATE_124,SUBSTRATE_125,SUBSTRATE_126,SUBSTRATE_127,SUBSTRATE_128,SUBSTRATE_129,SUBSTRATE_130,SUBSTRATE_131,SUBSTRATE_132,SUBSTRATE_133,SUBSTRATE_134,SUBSTRATE_135,SUBSTRATE_136,SUBSTRATE_137,SUBSTRATE_138,SUBSTRATE_139,SUBSTRATE_140,SUBSTRATE_141,SUBSTRATE_142,SUBSTRATE_143,SUBSTRATE_144,SUBSTRATE_145,SUBSTRATE_146,SUBSTRATE_147,SUBSTRATE_148,SUBSTRATE_149,SUBSTRATE_150,SUBSTRATE_151,SUBSTRATE_152,SUBSTRATE_153,SUBSTRATE_154,SUBSTRATE_155,SUBSTRATE_156,SUBSTRATE_157,SUBSTRATE_158,SUBSTRATE_159,MACROALGAE_1,MACROALGAE_2,MACROALGAE_3,MACROALGAE_4
3/10/2023 10:15,3/10/2023,Heron Reef,Half Way (Doug's Place),1,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HC,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCE,HCBR,HCBR,RCTA,HCBR,HCBR,HCE,RCTA,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCE,HCBR,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCE,HCBR,HCP,RCTA,HCE,HCP,HCP,RCTA,RCTA,RCTA,HCE,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,0,0,0,0
11/11/2021 9:45,11/11/2021,Heron Reef,Half Way (Doug's Place),1,RCTA,HCBR,HCBR,RCCA,RCTA,RB,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,NIA,RCCA,RCCA,RB,HCBR,RCCA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,RCTA,NIA,HCBR,RC,RCTA,RCTA,RB,HCP,HCE,RC,NIA,RCCA,RCCA,RCCA,HCBR,RB,RB,RC,RB,RCTA,RCTA,HCBR,HCBR,RCCA,NIA,HCBR,HCF,HCM,HCE,HCE,HCBR,RB,RB,RC,RC,RB,RC,SC,HCBR,HCF,RB,RB,RB,RB,RB,RB,RC,RCTA,RCTA,RCCA,RC,RC,RB,RCTA,RCTA,RB,RB,RCCA,RCCA,RCTA,RCTA,NIA,RCTA,HCE,RCTA,RCTA,HCF,RCCA,RCCA,RCTA,HCF,HCE,RCCA,RCTA,RCTA,RCTA,RCTA,RCTA,SC,RCTA,HCE,HCF,RCTA,RB,RCTA,RCTA,RCTA,RB,RB,SD,RB,SC,RC,RCTA,SC,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,RC,NIA,HCBR,SC,RCCA,HCBR,RCCA,HCBR,RCTA,RCTA,RCCA,RB,NIA,RCCA,RCTA,RCTA,RCCA,SC,RC,SCL,RB,RCCA,HCBR,RB,SC,HCM,SC,0,0,0,0
21/11/2020 11:10,21/11/2020,Heron Reef,Half Way (Doug's Place),1,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HC,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCE,HCE,HCBR,HCBR,RCTA,RCTA,RCTA,HCF,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,HCBR,RCTA,HCF,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCF,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCF,HCBR,RCTA,SD,RB,RB,SD,RB,SCL,RCTA,SCL,SCL,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,SCL,RCTA,RCTA,RCTA,SCL,RCTA,RCTA,RCTA,SCL,RCTA,HCBR,RCTA,RCTA,SCL,SCL,HCBR,RCTA,SCL,SCL,RCCA,SCL,RCCA,RCTA,RCCA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,HCE,RCTA,HCBR,RCTA,SPE,RCTA,RCTA,SPE,SCL,HCBR,HCF,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,HCBR,HC,HC,RCTA,HCBR,RCTA,RCTA,RCTA,HC,RCTA,0,0,0,0
7/11/2022 15:00,7/11/2022,Heron Reef,Half Way (Doug's Place),1,HCF,RCCA,HCP,RCCA,SC,RB,RB,RB,RB,RB,RB,RB,SC,RCCA,HCBR,SCL,RB,RB,RB,RB,RB,RB,SC,RB,HCF,RCTA,RCTA,RCCA,RCTA,RCTA,RCTA,HC,RB,RB,HCP,RB,RB,RB,RCTA,RCTA,HCBR,HCBR,HCBR,RCTA,HCF,RCCA,RB,RB,RB,RB,RB,RB,RCCA,RCTA,RCCA,HCF,HCBR,HCBR,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,RCTA,HCF,SC,HCF,HCF,SC,HCF,HCF,RCTA,RB,RCCA,RCTA,RB,RB,RB,RB,RB,RB,RB,HCBR,RB,HCBR,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,RCCA,RCCA,RB,RCTA,RCTA,RCTA,RB,RCTA,RCTA,HCP,RCTA,RCTA,RB,RB,RB,HCBR,HCBR,RB,RB,RB,RB,RB,RB,RB,RB,RB,RB,RB,RB,RCTA,RB,RCTA,RCTA,HCBR,HCP,RCTA,RCTA,HCE,RCCA,RCCA,RCCA,RB,HCF,HCE,HCE,RCCA,RCCA,SC,RB,RB,RB,RB,RB,RB,RB,RB,RB,RB,RB,RB,0,0,0,0
11/11/2014 0:00,11/11/2014,Heron Reef,Half Way (Doug's Place),1,HCF,RCTA,RCTA,HCF,HCF,HCF,RCTA,HCM,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,HCBR,RCTA,RCTA,HCE,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,HCF,RCTA,HCBR,SC,HCBR,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,NIA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCF,RCTA,RCTA,RCTA,RCTA,RCTA,RCCA,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,HCF,RCTA,SCL,HCB,HCF,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,HCF,RCTA,RCTA,HCBR,HCB,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,HCBR,HCBR,HCBR,RCTA,HCF,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RKC,HCBR,HCBR,HCBR,HCBR,HCP,HCP,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,SD,RB,RCTA,RCTA,SC,HCBR,SC,RCTA,RCTA,SC,SC,RCTA,SC,SC,0,1,2,0
28/11/2015 0:00,28/11/2015,Heron Reef,Half Way (Doug's Place),1,RB,RB,RC,RC,RCTA,RCTA,HCBR,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RC,RCTA,HCBR,RCTA,HCBR,HCF,RC,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,HCBR,RCTA,HCBR,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,HCE,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCCA,RCTA,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,SC,RCTA,RCTA,RCTA,SC,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,SPE,SPE,RCTA,HCBR,RCTA,HCBR,HCBR,RCTA,RCTA,HCBR,RCCA,RCTA,HCBR,RCTA,RCTA,RC,HCBR,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,SC,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,SC,RCTA,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,RCTA,SC,HCBR,RCTA,RCTA,RCTA,HCBR,HCBR,RCTA,0,0,0,0
2/11/2017 0:00,2/11/2017,Heron Reef,Half Way (Doug's Place),1,RCCA,RCTA,HCBR,RCCA,RCTA,SC,RCTA,RCTA,SC,HCBR,RCTA,HCB,HCP,RCTA,RCTA,RCTA,RCCA,RCCA,RCTA,RCCA,RCTA,HCE,RCTA,HCP,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,RCCA,HCF,HCF,RCTA,RCTA,HCBR,HCBR,HCBR,RKCTA,HCBR,RCTA,HCBR,RCTA,HCBR,RCTA,RCTA,HCBR,HCBR,SCL,RCTA,HCF,HCBR,HCBR,RCTA,RCTA,RCCA,RCTA,RCCA,RCTA,RCTA,RCTA,RCCA,RCTA,HCBR,RCTA,SCL,SCL,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCCA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,RCTA,RCCA,RCTA,RCCA,RCTA,RCTA,HCBR,SC,RCTA,RCTA,RCTA,RCTA,RC,RCTA,RCTA,RCCA,RCTA,RCTA,RCTA,RCTA,RCTA,RCCA,RCTA,HCB,RCTA,RCTA,RCTA,RCCA,RCTA,RCTA,RCTA,RC,RCTA,RCTA,SCL,RCTA,SPE,RCCA,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,RCCA,RCTA,RCTA,RCCA,RCTA,RCCA,RCTA,RCCA,RCTA,RCTA,RCTA,RCTA,SC,RCTA,RCCA,RCTA,RCTA,RCTA,HCB,RCCA,HCBR,RCTA,RCTA,SCL,HCBR,HCBR,HCBR,RCTA,0,0,0,0
31/10/2020 14:00,31/10/2020,Heron Reef,Harry's Bommie,1,HCM,HCF,HCF,HCBR,SD,RCTA,RCTA,HCF,HCBR,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,HCBR,RCTA,HCF,HCBR,HCBR,HCBR,HCBR,HCBR,HCF,HCF,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,HCF,HCF,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,HCM,HCF,RCTA,RCTA,RCTA,HCBR,HCF,RCTA,HCBR,RCTA,RCTA,HCBR,RCTA,RCTA,HCBR,RCTA,RCTA,HCF,HCBR,HCBR,RCTA,RCTA,RCCA,RCTA,HCBR,HCBR,HCF,RCTA,RCCA,RCTA,HCBR,HCF,RCCA,RCCA,RCCA,HCP,HCE,RCTA,RCTA,HCE,RCTA,HCBR,RCTA,HCE,HCBR,HCBR,RCTA,RCCA,RCTA,HCBR,HCBR,RCTA,HCBR,RCTA,HCBR,HCBR,HCF,HCBR,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,RCTA,SCL,HCF,HCF,HCBR,HCBR,HCF,HCBR,RCTA,HCF,HCBR,HCBR,SCL,RCTA,HCBR,HCF,HCBR,HCBR,HCB,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCF,HCBR,HCBR,HCF,HCF,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,0,0,0,0
1/10/2023 14:53,1/10/2023,Heron Reef,Harry's Bommie,1,HCF,HCF,RB,RB,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCF,HCBR,HCBR,HCBR,RCTA,RCTA,HCBR,HCBR,HCBR,HCF,HCBR,HCBR,HCBR,RCTA,RCTA,HCF,HCBR,HCBR,HCBR,RCCA,RCTA,RB,RCTA,HCF,HCF,HCF,RCTA,HCF,HCF,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,SD,SD,SD,HCBR,RCTA,HCBR,SCL,HCBR,HCBR,HCBR,HCBR,HCBR,HCM,HCBR,HCF,HCF,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,RCCA,HCF,HCF,HCF,HCE,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,HCBR,HCBR,RCCA,HCBR,HCBR,HCBR,HCF,RCCA,HCBR,HCBR,RCTA,RCCA,SD,SD,SD,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,SP,HCBR,RCTA,RCTA,HCBR,RCTA,HCBR,RCTA,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCB,HCBR,HCBR,RCTA,RCTA,HCF,HCF,SP,HCF,HCE,HCF,RCTA,RCCA,HCBR,HCBR,SP,SC,HCE,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,HCF,HCBR,HCBR,HCF,RCTA,RCTA,RCCA,HCBR,RCCA,0,0,0,0
24/11/2015 0:00,24/11/2015,Heron Reef,Harry's Bommie,1,HCF,HCE,HCBR,RCTA,RCTA,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,HC,RCTA,RB,HCBR,HCF,HCBR,HCBR,RCTA,HCE,HCBR,HCB,HCE,RCTA,HCF,HCBR,HCM,HCBR,HCBR,HCF,SD,HCBR,RCTA,HCF,HCE,RCTA,HCBR,HCBR,HCF,HCE,HCBR,HCBR,HCBR,HCBR,RCTA,HCF,HCE,HCE,HCBR,HCBR,HCF,HCBR,HCBR,HCBR,HCBR,HCF,HCF,HCF,RCTA,HC,HCF,RCTA,HCF,RCTA,HCE,RCTA,HCE,HCB,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,HCBR,HCF,HCBR,HCBR,HCBR,HCBR,HCBR,HCF,RCTA,HCBR,RCTA,HCF,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCF,RCTA,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,HCF,HCBR,HCF,RCTA,RCTA,HCBR,HC,RCTA,RCTA,RCTA,HC,RCTA,HC,HCF,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,HCF,HCF,HCF,HCF,HCM,HCF,RCTA,HCBR,RCTA,HCBR,HCBR,SD,RB,RCTA,RCTA,RCTA,RCTA,HCF,HCF,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,RCTA,HCBR,HCF,1,0,0,0
26/10/2024 9:09,26/10/2024,Heron Reef,Harry's Bommie,1,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,SC,HCF,RCTA,RCCA,RCTA,RCTA,RCCA,RCTA,RCCA,RCCA,SC,HCE,RCTA,RCTA,RCCA,RCTA,RCTA,RCCA,RCTA,NIA,RCCA,RKCTA,RCTA,RCTA,RKCTA,RKC,RKC,RCTA,HCB,RCTA,HCB,RCTA,HCB,RKC,RKC,HCE,RCTA,RKC,RKC,RKC,RCTA,SCL,RCCA,RCCA,SCL,RKC,RCCA,RKC,HCF,HCB,HCB,HCB,HCB,HCB,HCB,HCB,RCTA,HCB,HCB,HCB,HCB,HCE,RCTA,RCTA,HCB,HCB,HCB,HCB,HCB,HCB,RCTA,HCB,HCB,HCB,HCM,HCM,HCM,HCM,RCCA,HCB,HCB,RCTA,HCM,RCCA,RCCA,RCCA,RCTA,RCTA,HCB,HCB,HCB,RKC,RKC,HCB,RCTA,SCL,RKC,HCB,HCB,HCB,RCTA,HCF,HCF,RCTA,RCTA,RCTA,RCTA,RCTA,RCCA,HCF,RCCA,HCB,HCB,RCTA,RCTA,SCL,RCTA,RCTA,RCTA,RCTA,RCTA,HCB,HCB,SCL,RCTA,HCF,HCB,HCB,HCB,RCTA,RCTA,HCF,RCTA,HCB,SCL,HCB,RCTA,HCB,HCF,RCTA,NIA,RCTA,RCTA,RCTA,RCTA,RCTA,HC,RCTA,NIA,RKC,0,0,0,0
14/11/2018 14:00,14/11/2018,Heron Reef,Harry's Bommie,1,HCBR,HCF,HCF,HCBR,HCB,RCTA,SD,RCTA,RCTA,RCTA,HCM,HCBR,HCBR,HCBR,SD,HCBR,HCBR,HCBR,SD,HCBR,RCTA,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCF,HCP,HCF,HCF,HCBR,HCBR,HCBR,HCBR,HCBR,HCM,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,HCB,HCBR,HCB,HCBR,HCBR,HCBR,HCF,HCM,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,HCBR,RCTA,HCBR,HCF,HCM,HCBR,HCBR,HCP,HCF,RCTA,HCBR,HCBR,HCBR,RCTA,HCBR,RCTA,HCBR,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,HCBR,RCTA,RCTA,RCTA,HCF,HCBR,HCBR,RCTA,HCBR,HCBR,HCM,HCBR,HCBR,RCTA,HCBR,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,HCE,RCTA,HCBR,HCF,HCM,HCBR,HCE,RCTA,HCBR,HCE,HCBR,HCBR,HCBR,RCTA,HCBR,HCF,HCF,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,HCBR,HCF,HCF,HCF,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,0,0,0,0
29/10/2017 0:00,29/10/2017,Heron Reef,Harry's Bommie,1,HCF,RCCA,RCTA,HCF,HC,HCF,HCBR,HCF,HCBR,RCTA,HCE,HCF,RCTA,RCTA,HCBR,HCBR,HCBR,HC,HCE,HCB,HCP,RCTA,RCTA,HCBR,RCTA,HCF,HCF,RCCA,RKCTA,RCTA,HC,RCTA,HCP,RCTA,RCTA,HCM,HCBR,HCBR,RCTA,HCBR,HCP,RCTA,HCE,RCTA,HCE,RKC,RKCNIA,HCP,HC,HCF,HCF,HCP,HCB,HCF,HCBR,HCBR,HCF,HCF,HCBR,HCBR,RCTA,RCTA,RCTA,HCF,HCBR,RCCA,HCBR,RCTA,RCTA,HCF,RCTA,HCBR,RCTA,RCTA,RCTA,HCF,RCTA,HCF,RCTA,HCBR,RCCA,SCZ,HCBR,HCBR,HCBR,HCF,HCE,SCL,SCL,HCF,SCL,SCL,HCBR,HCBR,RCCA,RCCA,RCCA,RCCA,RCCA,RCCA,HCF,RKC,HCF,HCBR,HCE,HCF,HCF,RKC,HCE,HCBR,HCBR,HCBR,RCTA,HCBR,RCTA,RCTA,OT,HCF,HCBR,HCB,RCTA,RCTA,HCBR,HC,RCTA,HCF,HCF,HCBR,HCBR,RCTA,SPE,HCF,HCF,RCTA,HCBR,RCTA,RCTA,HCBR,RCCA,RCTA,RKC,RCTA,HC,RCTA,RCTA,RCTA,HCE,RCCA,RCTA,RCCA,SPE,HCP,RCTA,HCBR,RCTA,RCTA,HCP,RB,RKC,HCBR,0,0,0,0
7/11/2022 12:40,7/11/2022,Heron Reef,Harry's Bommie,1,HCM,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCM,HCBR,HCBR,HCBR,HCBR,SCL,HCF,RCTA,HC,HC,HC,HC,HC,HC,HCBR,HCF,RCTA,RCCA,HCBR,HCF,HCF,RCTA,HCP,HCBR,HCBR,HCBR,HCF,HCBR,HCBR,HCF,HCBR,HC,HCBR,HCBR,HCBR,RCTA,HCBR,HCF,HCBR,HCBR,HCBR,HCBR,RKC,HCBR,HCF,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCF,HCF,HCF,HCF,HC,RCTA,RCTA,HCE,RCTA,HCF,RCTA,OT,HCP,RCTA,HCF,RCTA,RCTA,RCTA,HCBR,HCM,RCTA,HCBR,HCF,HCP,HCF,HCF,HC,HC,HCBR,HCBR,RCCA,HCF,RCCA,HCBR,RCTA,HCE,RCTA,HCE,RCCA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RB,RB,RB,RB,RCTA,HCBR,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HC,HC,HCBR,HC,HCF,HCBR,HCBR,HCBR,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCCA,HCP,RB,RB,RB,RB,RB,RB,HCF,HCBR,HCBR,HCBR,RCTA,HCBR,HCBR,0,0,0,0
2/11/2013 0:00,2/11/2013,Heron Reef,Harry's Bommie,1,HC,HCM,RB,HCBR,RB,RC,SCL,RCCA,RC,HCBR,SCL,RC,RC,HCM,HCF,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCCA,HCBR,HCF,RC,RCTA,RCTA,HCBR,RCTA,RCCA,HCBR,HCBR,RCTA,HCP,HCBR,HCP,HCF,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCE,RCTA,HCBR,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,RKCNIA,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,HCF,HCBR,RCTA,HCBR,HCF,RCTA,RCTA,HCE,HCBR,HCF,HCBR,HCF,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,RKCTA,SCL,HC,HCBR,HCBR,HCBR,HCBR,HC,RCTA,HCBR,HCBR,HCBR,HCF,RCTA,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RCTA,RCTA,HCBR,RCTA,HCBR,HCF,HCF,RCTA,HCF,HCF,SPE,RCCA,RCTA,HCBR,RCTA,RB,RCTA,RB,HCBR,HCBR,HCBR,HCBR,HCBR,HCBR,RB,HCBR,RB,RCTA,RC,HC,RC,RCTA,HCF,RCTA,RCTA,HCBR,HCBR,HCF,HCBR,HCBR,HCP,HCBR,HCF,0,0,0,0
