"SITE","site_type","SITE_label","year","substrate_group","Proportion"
"Libby's Lair","NS","Libby's Lair (NS)",2013,"SP",0.031
"Libby's Lair","NS","Libby's Lair (NS)",2014,"HC",0.51
"Libby's Lair","NS","Libby's Lair (NS)",2014,"HCB",0.013
"Libby's Lair","NS","Libby's Lair (NS)",2014,"NIA",0.003
"Libby's Lair","NS","Libby's Lair (NS)",2014,"NL",0.4
"Libby's Lair","NS","Libby's Lair (NS)",2014,"NR",0
"Libby's Lair","NS","Libby's Lair (NS)",2014,"OT",0.006
"Libby's Lair","NS","Libby's Lair (NS)",2014,"RKC",0
"Libby's Lair","NS","Libby's Lair (NS)",2014,"SC",0.044
"Libby's Lair","NS","Libby's Lair (NS)",2014,"SP",0.025
"Libby's Lair","NS","Libby's Lair (NS)",2015,"HC",0.519
"Libby's Lair","NS","Libby's Lair (NS)",2015,"HCB",0.006
"Libby's Lair","NS","Libby's Lair (NS)",2015,"NIA",0
"Libby's Lair","NS","Libby's Lair (NS)",2015,"NL",0.413
"Libby's Lair","NS","Libby's Lair (NS)",2015,"NR",0
"Libby's Lair","NS","Libby's Lair (NS)",2015,"OT",0.006
"Libby's Lair","NS","Libby's Lair (NS)",2015,"RKC",0.013
"Libby's Lair","NS","Libby's Lair (NS)",2015,"SC",0.044
"Libby's Lair","NS","Libby's Lair (NS)",2015,"SP",0
"Libby's Lair","NS","Libby's Lair (NS)",2016,"HC",0.6
"Libby's Lair","NS","Libby's Lair (NS)",2016,"HCB",0.013
"Libby's Lair","NS","Libby's Lair (NS)",2016,"NIA",0.006
"Libby's Lair","NS","Libby's Lair (NS)",2016,"NL",0.294
"Libby's Lair","NS","Libby's Lair (NS)",2016,"NR",0
"Libby's Lair","NS","Libby's Lair (NS)",2016,"OT",0.05
"Libby's Lair","NS","Libby's Lair (NS)",2016,"RKC",0
"Libby's Lair","NS","Libby's Lair (NS)",2016,"SC",0.038
"Libby's Lair","NS","Libby's Lair (NS)",2016,"SP",0
"Libby's Lair","NS","Libby's Lair (NS)",2017,"HC",0.558
"Libby's Lair","NS","Libby's Lair (NS)",2017,"HCB",0.088
"Libby's Lair","NS","Libby's Lair (NS)",2017,"NIA",0
"Libby's Lair","NS","Libby's Lair (NS)",2017,"NL",0.301
"Libby's Lair","NS","Libby's Lair (NS)",2017,"NR",0
"Libby's Lair","NS","Libby's Lair (NS)",2017,"OT",0.006
"Libby's Lair","NS","Libby's Lair (NS)",2017,"RKC",0.019
"Libby's Lair","NS","Libby's Lair (NS)",2017,"SC",0.031
"Libby's Lair","NS","Libby's Lair (NS)",2017,"SP",0
"Libby's Lair","NS","Libby's Lair (NS)",2018,"HC",0.626
"Libby's Lair","NS","Libby's Lair (NS)",2018,"HCB",0.006
"Libby's Lair","NS","Libby's Lair (NS)",2018,"NIA",0
"Libby's Lair","NS","Libby's Lair (NS)",2018,"NL",0.281
"Libby's Lair","NS","Libby's Lair (NS)",2018,"NR",0
"Libby's Lair","NS","Libby's Lair (NS)",2018,"OT",0.006
"Libby's Lair","NS","Libby's Lair (NS)",2018,"RKC",0
"Libby's Lair","NS","Libby's Lair (NS)",2018,"SC",0.081
"Libby's Lair","NS","Libby's Lair (NS)",2018,"SP",0
"Libby's Lair","NS","Libby's Lair (NS)",2019,"HC",0.737
"Libby's Lair","NS","Libby's Lair (NS)",2019,"HCB",0.038
"Libby's Lair","NS","Libby's Lair (NS)",2019,"NIA",0
"Libby's Lair","NS","Libby's Lair (NS)",2019,"NL",0.183
"Libby's Lair","NS","Libby's Lair (NS)",2019,"NR",0
"Libby's Lair","NS","Libby's Lair (NS)",2019,"OT",0.006
"Libby's Lair","NS","Libby's Lair (NS)",2019,"RKC",0
"Libby's Lair","NS","Libby's Lair (NS)",2019,"SC",0.038
"Libby's Lair","NS","Libby's Lair (NS)",2019,"SP",0
"Libby's Lair","NS","Libby's Lair (NS)",2020,"HC",0.72
"Libby's Lair","NS","Libby's Lair (NS)",2020,"HCB",0
"Libby's Lair","NS","Libby's Lair (NS)",2020,"NIA",0
"Libby's Lair","NS","Libby's Lair (NS)",2020,"NL",0.244
"Libby's Lair","NS","Libby's Lair (NS)",2020,"NR",0
"Libby's Lair","NS","Libby's Lair (NS)",2020,"OT",0
"Libby's Lair","NS","Libby's Lair (NS)",2020,"RKC",0
"Libby's Lair","NS","Libby's Lair (NS)",2020,"SC",0.037
"Libby's Lair","NS","Libby's Lair (NS)",2020,"SP",0
"Libby's Lair","NS","Libby's Lair (NS)",2021,"HC",0.756
"Libby's Lair","NS","Libby's Lair (NS)",2021,"HCB",0
"Libby's Lair","NS","Libby's Lair (NS)",2021,"NIA",0
"Libby's Lair","NS","Libby's Lair (NS)",2021,"NL",0.213
"Libby's Lair","NS","Libby's Lair (NS)",2021,"NR",0
"Libby's Lair","NS","Libby's Lair (NS)",2021,"OT",0.006
"Libby's Lair","NS","Libby's Lair (NS)",2021,"RKC",0
"Libby's Lair","NS","Libby's Lair (NS)",2021,"SC",0.019
"Libby's Lair","NS","Libby's Lair (NS)",2021,"SP",0.006
"Libby's Lair","NS","Libby's Lair (NS)",2022,"HC",0.694
"Libby's Lair","NS","Libby's Lair (NS)",2022,"HCB",0
"Libby's Lair","NS","Libby's Lair (NS)",2022,"NIA",0
"Libby's Lair","NS","Libby's Lair (NS)",2022,"NL",0.263
"Libby's Lair","NS","Libby's Lair (NS)",2022,"NR",0
"Libby's Lair","NS","Libby's Lair (NS)",2022,"OT",0
"Libby's Lair","NS","Libby's Lair (NS)",2022,"RKC",0
"Libby's Lair","NS","Libby's Lair (NS)",2022,"SC",0.044
"Libby's Lair","NS","Libby's Lair (NS)",2022,"SP",0
"Libby's Lair","NS","Libby's Lair (NS)",2023,"HC",0.744
"Libby's Lair","NS","Libby's Lair (NS)",2023,"HCB",0
"Libby's Lair","NS","Libby's Lair (NS)",2023,"NIA",0
"Libby's Lair","NS","Libby's Lair (NS)",2023,"NL",0.244
"Libby's Lair","NS","Libby's Lair (NS)",2023,"NR",0
"Libby's Lair","NS","Libby's Lair (NS)",2023,"OT",0.006
"Libby's Lair","NS","Libby's Lair (NS)",2023,"RKC",0
"Libby's Lair","NS","Libby's Lair (NS)",2023,"SC",0.006
"Libby's Lair","NS","Libby's Lair (NS)",2023,"SP",0
"Libby's Lair","NS","Libby's Lair (NS)",2024,"HC",0.249
"Libby's Lair","NS","Libby's Lair (NS)",2024,"HCB",0
"Libby's Lair","NS","Libby's Lair (NS)",2024,"NIA",0.038
"Libby's Lair","NS","Libby's Lair (NS)",2024,"NL",0.657
"Libby's Lair","NS","Libby's Lair (NS)",2024,"NR",0
"Libby's Lair","NS","Libby's Lair (NS)",2024,"OT",0.013
"Libby's Lair","NS","Libby's Lair (NS)",2024,"RKC",0.006
"Libby's Lair","NS","Libby's Lair (NS)",2024,"SC",0.038
"Libby's Lair","NS","Libby's Lair (NS)",2024,"SP",0
"Canyons","SS","Canyons (SS)",2013,"HC",0.693
"Canyons","SS","Canyons (SS)",2013,"HCB",0.006
"Canyons","SS","Canyons (SS)",2013,"NIA",0
"Canyons","SS","Canyons (SS)",2013,"NL",0.288
"Canyons","SS","Canyons (SS)",2013,"NR",0
"Canyons","SS","Canyons (SS)",2013,"OT",0
"Canyons","SS","Canyons (SS)",2013,"RKC",0
"Canyons","SS","Canyons (SS)",2013,"SC",0.013
"Canyons","SS","Canyons (SS)",2013,"SP",0
"Canyons","SS","Canyons (SS)",2014,"HC",0.626
"Canyons","SS","Canyons (SS)",2014,"HCB",0
"Canyons","SS","Canyons (SS)",2014,"NIA",0
"Canyons","SS","Canyons (SS)",2014,"NL",0.35
"Canyons","SS","Canyons (SS)",2014,"NR",0
"Canyons","SS","Canyons (SS)",2014,"OT",0
"Canyons","SS","Canyons (SS)",2014,"RKC",0.019
"Canyons","SS","Canyons (SS)",2014,"SC",0.006
"Canyons","SS","Canyons (SS)",2014,"SP",0
"Canyons","SS","Canyons (SS)",2015,"HC",0.631
"Canyons","SS","Canyons (SS)",2015,"HCB",0
"Canyons","SS","Canyons (SS)",2015,"NIA",0
"Canyons","SS","Canyons (SS)",2015,"NL",0.369
"Canyons","SS","Canyons (SS)",2015,"NR",0
"Canyons","SS","Canyons (SS)",2015,"OT",0
"Canyons","SS","Canyons (SS)",2015,"RKC",0
"Canyons","SS","Canyons (SS)",2015,"SC",0
"Canyons","SS","Canyons (SS)",2015,"SP",0
"Canyons","SS","Canyons (SS)",2016,"HC",0.793
"Canyons","SS","Canyons (SS)",2016,"HCB",0.038
"Canyons","SS","Canyons (SS)",2016,"NIA",0
"Canyons","SS","Canyons (SS)",2016,"NL",0.169
"Canyons","SS","Canyons (SS)",2016,"NR",0
"Canyons","SS","Canyons (SS)",2016,"OT",0
"Canyons","SS","Canyons (SS)",2016,"RKC",0
"Canyons","SS","Canyons (SS)",2016,"SC",0
"Canyons","SS","Canyons (SS)",2016,"SP",0
"Canyons","SS","Canyons (SS)",2017,"HC",0.606
"Canyons","SS","Canyons (SS)",2017,"HCB",0
"Canyons","SS","Canyons (SS)",2017,"NIA",0
"Canyons","SS","Canyons (SS)",2017,"NL",0.368
"Canyons","SS","Canyons (SS)",2017,"NR",0
"Canyons","SS","Canyons (SS)",2017,"OT",0
"Canyons","SS","Canyons (SS)",2017,"RKC",0.006
"Canyons","SS","Canyons (SS)",2017,"SC",0.013
"Canyons","SS","Canyons (SS)",2017,"SP",0.006
"Canyons","SS","Canyons (SS)",2018,"HC",0.676
"Canyons","SS","Canyons (SS)",2018,"HCB",0.013
"Canyons","SS","Canyons (SS)",2018,"NIA",0
"Canyons","SS","Canyons (SS)",2018,"NL",0.313
"Canyons","SS","Canyons (SS)",2018,"NR",0
"Canyons","SS","Canyons (SS)",2018,"OT",0
"Canyons","SS","Canyons (SS)",2018,"RKC",0
"Canyons","SS","Canyons (SS)",2018,"SC",0
"Canyons","SS","Canyons (SS)",2018,"SP",0
"Canyons","SS","Canyons (SS)",2019,"HC",0.676
"Canyons","SS","Canyons (SS)",2019,"HCB",0
"Canyons","SS","Canyons (SS)",2019,"NIA",0
"Canyons","SS","Canyons (SS)",2019,"NL",0.319
"Canyons","SS","Canyons (SS)",2019,"NR",0
"Canyons","SS","Canyons (SS)",2019,"OT",0.006
"Canyons","SS","Canyons (SS)",2019,"RKC",0
"Canyons","SS","Canyons (SS)",2019,"SC",0
"Canyons","SS","Canyons (SS)",2019,"SP",0
"Canyons","SS","Canyons (SS)",2020,"HC",0.763
"Canyons","SS","Canyons (SS)",2020,"HCB",0
"Canyons","SS","Canyons (SS)",2020,"NIA",0
"Canyons","SS","Canyons (SS)",2020,"NL",0.225
"Canyons","SS","Canyons (SS)",2020,"NR",0
"Canyons","SS","Canyons (SS)",2020,"OT",0
"Canyons","SS","Canyons (SS)",2020,"RKC",0.013
"Canyons","SS","Canyons (SS)",2020,"SC",0
"Canyons","SS","Canyons (SS)",2020,"SP",0
"Canyons","SS","Canyons (SS)",2021,"HC",0.73
"Canyons","SS","Canyons (SS)",2021,"HCB",0
"Canyons","SS","Canyons (SS)",2021,"NIA",0.006
"Canyons","SS","Canyons (SS)",2021,"NL",0.25
"Canyons","SS","Canyons (SS)",2021,"NR",0
"Canyons","SS","Canyons (SS)",2021,"OT",0
"Canyons","SS","Canyons (SS)",2021,"RKC",0.013
"Canyons","SS","Canyons (SS)",2021,"SC",0
"Canyons","SS","Canyons (SS)",2021,"SP",0
"Canyons","SS","Canyons (SS)",2022,"HC",0.719
"Canyons","SS","Canyons (SS)",2022,"HCB",0
"Canyons","SS","Canyons (SS)",2022,"NIA",0
"Canyons","SS","Canyons (SS)",2022,"NL",0.282
"Canyons","SS","Canyons (SS)",2022,"NR",0
"Canyons","SS","Canyons (SS)",2022,"OT",0
"Canyons","SS","Canyons (SS)",2022,"RKC",0
"Canyons","SS","Canyons (SS)",2022,"SC",0
"Canyons","SS","Canyons (SS)",2022,"SP",0
"Canyons","SS","Canyons (SS)",2023,"HC",0.625
"Canyons","SS","Canyons (SS)",2023,"HCB",0.013
"Canyons","SS","Canyons (SS)",2023,"NIA",0.006
"Canyons","SS","Canyons (SS)",2023,"NL",0.35
"Canyons","SS","Canyons (SS)",2023,"NR",0
"Canyons","SS","Canyons (SS)",2023,"OT",0
"Canyons","SS","Canyons (SS)",2023,"RKC",0
"Canyons","SS","Canyons (SS)",2023,"SC",0.006
"Canyons","SS","Canyons (SS)",2023,"SP",0
"Canyons","SS","Canyons (SS)",2024,"HC",0.506
"Canyons","SS","Canyons (SS)",2024,"HCB",0.013
"Canyons","SS","Canyons (SS)",2024,"NIA",0
"Canyons","SS","Canyons (SS)",2024,"NL",0.482
"Canyons","SS","Canyons (SS)",2024,"NR",0
"Canyons","SS","Canyons (SS)",2024,"OT",0
"Canyons","SS","Canyons (SS)",2024,"RKC",0
"Canyons","SS","Canyons (SS)",2024,"SC",0
"Canyons","SS","Canyons (SS)",2024,"SP",0
"Half Way","SS","Half Way (SS)",2014,"HC",0.312
"Half Way","SS","Half Way (SS)",2014,"HCB",0.013
"Half Way","SS","Half Way (SS)",2014,"NIA",0.006
"Half Way","SS","Half Way (SS)",2014,"NL",0.612
"Half Way","SS","Half Way (SS)",2014,"NR",0
"Half Way","SS","Half Way (SS)",2014,"OT",0
"Half Way","SS","Half Way (SS)",2014,"RKC",0.006
"Half Way","SS","Half Way (SS)",2014,"SC",0.05
"Half Way","SS","Half Way (SS)",2014,"SP",0
"Half Way","SS","Half Way (SS)",2015,"HC",0.306
"Half Way","SS","Half Way (SS)",2015,"HCB",0
"Half Way","SS","Half Way (SS)",2015,"NIA",0
"Half Way","SS","Half Way (SS)",2015,"NL",0.651
"Half Way","SS","Half Way (SS)",2015,"NR",0
"Half Way","SS","Half Way (SS)",2015,"OT",0
"Half Way","SS","Half Way (SS)",2015,"RKC",0
"Half Way","SS","Half Way (SS)",2015,"SC",0.031
"Half Way","SS","Half Way (SS)",2015,"SP",0.013
"Half Way","SS","Half Way (SS)",2016,"HC",0.168
"Half Way","SS","Half Way (SS)",2016,"HCB",0.013
"Half Way","SS","Half Way (SS)",2016,"NIA",0.006
"Half Way","SS","Half Way (SS)",2016,"NL",0.72
"Half Way","SS","Half Way (SS)",2016,"NR",0
"Half Way","SS","Half Way (SS)",2016,"OT",0
"Half Way","SS","Half Way (SS)",2016,"RKC",0
"Half Way","SS","Half Way (SS)",2016,"SC",0.051
"Half Way","SS","Half Way (SS)",2016,"SP",0.044
"Half Way","SS","Half Way (SS)",2017,"HC",0.182
"Half Way","SS","Half Way (SS)",2017,"HCB",0.019
"Half Way","SS","Half Way (SS)",2017,"NIA",0
"Half Way","SS","Half Way (SS)",2017,"NL",0.732
"Half Way","SS","Half Way (SS)",2017,"NR",0
"Half Way","SS","Half Way (SS)",2017,"OT",0
"Half Way","SS","Half Way (SS)",2017,"RKC",0.006
"Half Way","SS","Half Way (SS)",2017,"SC",0.056
"Half Way","SS","Half Way (SS)",2017,"SP",0.006
"Half Way","SS","Half Way (SS)",2020,"HC",0.263
"Half Way","SS","Half Way (SS)",2020,"HCB",0
"Half Way","SS","Half Way (SS)",2020,"NIA",0
"Half Way","SS","Half Way (SS)",2020,"NL",0.651
"Half Way","SS","Half Way (SS)",2020,"NR",0
"Half Way","SS","Half Way (SS)",2020,"OT",0
"Half Way","SS","Half Way (SS)",2020,"RKC",0
"Half Way","SS","Half Way (SS)",2020,"SC",0.075
"Half Way","SS","Half Way (SS)",2020,"SP",0.013
"Half Way","SS","Half Way (SS)",2021,"HC",0.3
"Half Way","SS","Half Way (SS)",2021,"HCB",0
"Half Way","SS","Half Way (SS)",2021,"NIA",0.044
"Half Way","SS","Half Way (SS)",2021,"NL",0.6
"Half Way","SS","Half Way (SS)",2021,"NR",0
"Half Way","SS","Half Way (SS)",2021,"OT",0
"Half Way","SS","Half Way (SS)",2021,"RKC",0
"Half Way","SS","Half Way (SS)",2021,"SC",0.056
"Half Way","SS","Half Way (SS)",2021,"SP",0
"Half Way","SS","Half Way (SS)",2022,"HC",0.243
"Half Way","SS","Half Way (SS)",2022,"HCB",0
"Half Way","SS","Half Way (SS)",2022,"NIA",0
"Half Way","SS","Half Way (SS)",2022,"NL",0.712
"Half Way","SS","Half Way (SS)",2022,"NR",0
"Half Way","SS","Half Way (SS)",2022,"OT",0
"Half Way","SS","Half Way (SS)",2022,"RKC",0
"Half Way","SS","Half Way (SS)",2022,"SC",0.044
"Half Way","SS","Half Way (SS)",2022,"SP",0
"Half Way","SS","Half Way (SS)",2023,"HC",0.463
"Half Way","SS","Half Way (SS)",2023,"HCB",0
"Half Way","SS","Half Way (SS)",2023,"NIA",0
"Half Way","SS","Half Way (SS)",2023,"NL",0.537
"Half Way","SS","Half Way (SS)",2023,"NR",0
"Half Way","SS","Half Way (SS)",2023,"OT",0
"Half Way","SS","Half Way (SS)",2023,"RKC",0
"Half Way","SS","Half Way (SS)",2023,"SC",0
"Half Way","SS","Half Way (SS)",2023,"SP",0
"Half Way","SS","Half Way (SS)",2024,"HC",0.162
"Half Way","SS","Half Way (SS)",2024,"HCB",0
"Half Way","SS","Half Way (SS)",2024,"NIA",0.075
"Half Way","SS","Half Way (SS)",2024,"NL",0.737
"Half Way","SS","Half Way (SS)",2024,"NR",0
"Half Way","SS","Half Way (SS)",2024,"OT",0
"Half Way","SS","Half Way (SS)",2024,"RKC",0.013
"Half Way","SS","Half Way (SS)",2024,"SC",0.013
"Half Way","SS","Half Way (SS)",2024,"SP",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2013,"HC",0.633
"Harry's Bommie","SS","Harry's Bommie (SS)",2013,"HCB",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2013,"NIA",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2013,"NL",0.332
"Harry's Bommie","SS","Harry's Bommie (SS)",2013,"NR",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2013,"OT",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2013,"RKC",0.012
"Harry's Bommie","SS","Harry's Bommie (SS)",2013,"SC",0.019
"Harry's Bommie","SS","Harry's Bommie (SS)",2013,"SP",0.006
"Harry's Bommie","SS","Harry's Bommie (SS)",2014,"HC",0.731
"Harry's Bommie","SS","Harry's Bommie (SS)",2014,"HCB",0.006
"Harry's Bommie","SS","Harry's Bommie (SS)",2014,"NIA",0.006
"Harry's Bommie","SS","Harry's Bommie (SS)",2014,"NL",0.219
"Harry's Bommie","SS","Harry's Bommie (SS)",2014,"NR",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2014,"OT",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2014,"RKC",0.019
"Harry's Bommie","SS","Harry's Bommie (SS)",2014,"SC",0.019
"Harry's Bommie","SS","Harry's Bommie (SS)",2014,"SP",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2015,"HC",0.613
"Harry's Bommie","SS","Harry's Bommie (SS)",2015,"HCB",0.013
"Harry's Bommie","SS","Harry's Bommie (SS)",2015,"NIA",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2015,"NL",0.376
"Harry's Bommie","SS","Harry's Bommie (SS)",2015,"NR",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2015,"OT",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2015,"RKC",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2015,"SC",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2015,"SP",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2016,"HC",0.838
"Harry's Bommie","SS","Harry's Bommie (SS)",2016,"HCB",0.025
"Harry's Bommie","SS","Harry's Bommie (SS)",2016,"NIA",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2016,"NL",0.131
"Harry's Bommie","SS","Harry's Bommie (SS)",2016,"NR",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2016,"OT",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2016,"RKC",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2016,"SC",0.006
"Harry's Bommie","SS","Harry's Bommie (SS)",2016,"SP",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2017,"HC",0.526
"Harry's Bommie","SS","Harry's Bommie (SS)",2017,"HCB",0.019
"Harry's Bommie","SS","Harry's Bommie (SS)",2017,"NIA",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2017,"NL",0.362
"Harry's Bommie","SS","Harry's Bommie (SS)",2017,"NR",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2017,"OT",0.006
"Harry's Bommie","SS","Harry's Bommie (SS)",2017,"RKC",0.043
"Harry's Bommie","SS","Harry's Bommie (SS)",2017,"SC",0.031
"Harry's Bommie","SS","Harry's Bommie (SS)",2017,"SP",0.013
"Harry's Bommie","SS","Harry's Bommie (SS)",2018,"HC",0.733
"Harry's Bommie","SS","Harry's Bommie (SS)",2018,"HCB",0.019
"Harry's Bommie","SS","Harry's Bommie (SS)",2018,"NIA",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2018,"NL",0.25
"Harry's Bommie","SS","Harry's Bommie (SS)",2018,"NR",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2018,"OT",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2018,"RKC",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2018,"SC",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2018,"SP",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2019,"HC",0.657
"Harry's Bommie","SS","Harry's Bommie (SS)",2019,"HCB",0.031
"Harry's Bommie","SS","Harry's Bommie (SS)",2019,"NIA",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2019,"NL",0.257
"Harry's Bommie","SS","Harry's Bommie (SS)",2019,"NR",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2019,"OT",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2019,"RKC",0.006
"Harry's Bommie","SS","Harry's Bommie (SS)",2019,"SC",0.051
"Harry's Bommie","SS","Harry's Bommie (SS)",2019,"SP",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2020,"HC",0.651
"Harry's Bommie","SS","Harry's Bommie (SS)",2020,"HCB",0.006
"Harry's Bommie","SS","Harry's Bommie (SS)",2020,"NIA",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2020,"NL",0.332
"Harry's Bommie","SS","Harry's Bommie (SS)",2020,"NR",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2020,"OT",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2020,"RKC",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2020,"SC",0.013
"Harry's Bommie","SS","Harry's Bommie (SS)",2020,"SP",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2021,"HC",0.631
"Harry's Bommie","SS","Harry's Bommie (SS)",2021,"HCB",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2021,"NIA",0.006
"Harry's Bommie","SS","Harry's Bommie (SS)",2021,"NL",0.35
"Harry's Bommie","SS","Harry's Bommie (SS)",2021,"NR",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2021,"OT",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2021,"RKC",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2021,"SC",0.012
"Harry's Bommie","SS","Harry's Bommie (SS)",2021,"SP",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2022,"HC",0.744
"Harry's Bommie","SS","Harry's Bommie (SS)",2022,"HCB",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2022,"NIA",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2022,"NL",0.237
"Harry's Bommie","SS","Harry's Bommie (SS)",2022,"NR",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2022,"OT",0.006
"Harry's Bommie","SS","Harry's Bommie (SS)",2022,"RKC",0.006
"Harry's Bommie","SS","Harry's Bommie (SS)",2022,"SC",0.006
"Harry's Bommie","SS","Harry's Bommie (SS)",2022,"SP",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2023,"HC",0.675
"Harry's Bommie","SS","Harry's Bommie (SS)",2023,"HCB",0.006
"Harry's Bommie","SS","Harry's Bommie (SS)",2023,"NIA",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2023,"NL",0.288
"Harry's Bommie","SS","Harry's Bommie (SS)",2023,"NR",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2023,"OT",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2023,"RKC",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2023,"SC",0.012
"Harry's Bommie","SS","Harry's Bommie (SS)",2023,"SP",0.019
"Harry's Bommie","SS","Harry's Bommie (SS)",2024,"HC",0.106
"Harry's Bommie","SS","Harry's Bommie (SS)",2024,"HCB",0.262
"Harry's Bommie","SS","Harry's Bommie (SS)",2024,"NIA",0.019
"Harry's Bommie","SS","Harry's Bommie (SS)",2024,"NL",0.469
"Harry's Bommie","SS","Harry's Bommie (SS)",2024,"NR",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2024,"OT",0
"Harry's Bommie","SS","Harry's Bommie (SS)",2024,"RKC",0.094
"Harry's Bommie","SS","Harry's Bommie (SS)",2024,"SC",0.051
"Harry's Bommie","SS","Harry's Bommie (SS)",2024,"SP",0
"Heron Bommie","SS","Heron Bommie (SS)",2013,"HC",0.599
"Heron Bommie","SS","Heron Bommie (SS)",2013,"HCB",0.062
"Heron Bommie","SS","Heron Bommie (SS)",2013,"NIA",0
"Heron Bommie","SS","Heron Bommie (SS)",2013,"NL",0.282
"Heron Bommie","SS","Heron Bommie (SS)",2013,"NR",0
"Heron Bommie","SS","Heron Bommie (SS)",2013,"OT",0
"Heron Bommie","SS","Heron Bommie (SS)",2013,"RKC",0.031
"Heron Bommie","SS","Heron Bommie (SS)",2013,"SC",0.026
"Heron Bommie","SS","Heron Bommie (SS)",2013,"SP",0
"Heron Bommie","SS","Heron Bommie (SS)",2014,"HC",0.714
"Heron Bommie","SS","Heron Bommie (SS)",2014,"HCB",0.05
"Heron Bommie","SS","Heron Bommie (SS)",2014,"NIA",0.038
"Heron Bommie","SS","Heron Bommie (SS)",2014,"NL",0.15
"Heron Bommie","SS","Heron Bommie (SS)",2014,"NR",0
"Heron Bommie","SS","Heron Bommie (SS)",2014,"OT",0.006
"Heron Bommie","SS","Heron Bommie (SS)",2014,"RKC",0.018
"Heron Bommie","SS","Heron Bommie (SS)",2014,"SC",0.025
"Heron Bommie","SS","Heron Bommie (SS)",2014,"SP",0
"Heron Bommie","SS","Heron Bommie (SS)",2015,"HC",0.643
"Heron Bommie","SS","Heron Bommie (SS)",2015,"HCB",0.094
"Heron Bommie","SS","Heron Bommie (SS)",2015,"NIA",0
"Heron Bommie","SS","Heron Bommie (SS)",2015,"NL",0.175
"Heron Bommie","SS","Heron Bommie (SS)",2015,"NR",0
"Heron Bommie","SS","Heron Bommie (SS)",2015,"OT",0
"Heron Bommie","SS","Heron Bommie (SS)",2015,"RKC",0.038
"Heron Bommie","SS","Heron Bommie (SS)",2015,"SC",0.05
"Heron Bommie","SS","Heron Bommie (SS)",2015,"SP",0
"Heron Bommie","SS","Heron Bommie (SS)",2016,"HC",0.463
"Heron Bommie","SS","Heron Bommie (SS)",2016,"HCB",0.006
"Heron Bommie","SS","Heron Bommie (SS)",2016,"NIA",0
"Heron Bommie","SS","Heron Bommie (SS)",2016,"NL",0.431
"Heron Bommie","SS","Heron Bommie (SS)",2016,"NR",0
"Heron Bommie","SS","Heron Bommie (SS)",2016,"OT",0.044
"Heron Bommie","SS","Heron Bommie (SS)",2016,"RKC",0
"Heron Bommie","SS","Heron Bommie (SS)",2016,"SC",0.056
"Heron Bommie","SS","Heron Bommie (SS)",2016,"SP",0
