"SITE","site_type","SITE_label","year","substrate_group","Proportion"
"Research Zone","SF","Research Zone (SF)",2013,"SC",0
"Research Zone","SF","Research Zone (SF)",2013,"SP",0
"Research Zone","SF","Research Zone (SF)",2014,"HC",0.088
"Research Zone","SF","Research Zone (SF)",2014,"HCB",0
"Research Zone","SF","Research Zone (SF)",2014,"NIA",0.119
"Research Zone","SF","Research Zone (SF)",2014,"NL",0.794
"Research Zone","SF","Research Zone (SF)",2014,"NR",0
"Research Zone","SF","Research Zone (SF)",2014,"OT",0
"Research Zone","SF","Research Zone (SF)",2014,"RKC",0
"Research Zone","SF","Research Zone (SF)",2014,"SC",0
"Research Zone","SF","Research Zone (SF)",2014,"SP",0
"Research Zone","SF","Research Zone (SF)",2015,"HC",0.094
"Research Zone","SF","Research Zone (SF)",2015,"HCB",0
"Research Zone","SF","Research Zone (SF)",2015,"NIA",0
"Research Zone","SF","Research Zone (SF)",2015,"NL",0.9
"Research Zone","SF","Research Zone (SF)",2015,"NR",0
"Research Zone","SF","Research Zone (SF)",2015,"OT",0
"Research Zone","SF","Research Zone (SF)",2015,"RKC",0
"Research Zone","SF","Research Zone (SF)",2015,"SC",0.006
"Research Zone","SF","Research Zone (SF)",2015,"SP",0
"Research Zone","SF","Research Zone (SF)",2016,"HC",0.069
"Research Zone","SF","Research Zone (SF)",2016,"HCB",0
"Research Zone","SF","Research Zone (SF)",2016,"NIA",0.038
"Research Zone","SF","Research Zone (SF)",2016,"NL",0.894
"Research Zone","SF","Research Zone (SF)",2016,"NR",0
"Research Zone","SF","Research Zone (SF)",2016,"OT",0
"Research Zone","SF","Research Zone (SF)",2016,"RKC",0
"Research Zone","SF","Research Zone (SF)",2016,"SC",0
"Research Zone","SF","Research Zone (SF)",2016,"SP",0
"Research Zone","SF","Research Zone (SF)",2017,"HC",0.087
"Research Zone","SF","Research Zone (SF)",2017,"HCB",0
"Research Zone","SF","Research Zone (SF)",2017,"NIA",0
"Research Zone","SF","Research Zone (SF)",2017,"NL",0.908
"Research Zone","SF","Research Zone (SF)",2017,"NR",0
"Research Zone","SF","Research Zone (SF)",2017,"OT",0
"Research Zone","SF","Research Zone (SF)",2017,"RKC",0
"Research Zone","SF","Research Zone (SF)",2017,"SC",0.006
"Research Zone","SF","Research Zone (SF)",2017,"SP",0
"Research Zone","SF","Research Zone (SF)",2018,"HC",0.068
"Research Zone","SF","Research Zone (SF)",2018,"HCB",0
"Research Zone","SF","Research Zone (SF)",2018,"NIA",0.019
"Research Zone","SF","Research Zone (SF)",2018,"NL",0.907
"Research Zone","SF","Research Zone (SF)",2018,"NR",0
"Research Zone","SF","Research Zone (SF)",2018,"OT",0
"Research Zone","SF","Research Zone (SF)",2018,"RKC",0
"Research Zone","SF","Research Zone (SF)",2018,"SC",0.006
"Research Zone","SF","Research Zone (SF)",2018,"SP",0
"Research Zone","SF","Research Zone (SF)",2019,"HC",0.193
"Research Zone","SF","Research Zone (SF)",2019,"HCB",0.006
"Research Zone","SF","Research Zone (SF)",2019,"NIA",0.069
"Research Zone","SF","Research Zone (SF)",2019,"NL",0.707
"Research Zone","SF","Research Zone (SF)",2019,"NR",0
"Research Zone","SF","Research Zone (SF)",2019,"OT",0.013
"Research Zone","SF","Research Zone (SF)",2019,"RKC",0.006
"Research Zone","SF","Research Zone (SF)",2019,"SC",0.006
"Research Zone","SF","Research Zone (SF)",2019,"SP",0
"Research Zone","SF","Research Zone (SF)",2020,"HC",0.087
"Research Zone","SF","Research Zone (SF)",2020,"HCB",0
"Research Zone","SF","Research Zone (SF)",2020,"NIA",0.013
"Research Zone","SF","Research Zone (SF)",2020,"NL",0.901
"Research Zone","SF","Research Zone (SF)",2020,"NR",0
"Research Zone","SF","Research Zone (SF)",2020,"OT",0
"Research Zone","SF","Research Zone (SF)",2020,"RKC",0
"Research Zone","SF","Research Zone (SF)",2020,"SC",0
"Research Zone","SF","Research Zone (SF)",2020,"SP",0
"Research Zone","SF","Research Zone (SF)",2021,"HC",0.076
"Research Zone","SF","Research Zone (SF)",2021,"HCB",0
"Research Zone","SF","Research Zone (SF)",2021,"NIA",0.019
"Research Zone","SF","Research Zone (SF)",2021,"NL",0.876
"Research Zone","SF","Research Zone (SF)",2021,"NR",0
"Research Zone","SF","Research Zone (SF)",2021,"OT",0.031
"Research Zone","SF","Research Zone (SF)",2021,"RKC",0
"Research Zone","SF","Research Zone (SF)",2021,"SC",0
"Research Zone","SF","Research Zone (SF)",2021,"SP",0
"Research Zone","SF","Research Zone (SF)",2022,"HC",0.107
"Research Zone","SF","Research Zone (SF)",2022,"HCB",0
"Research Zone","SF","Research Zone (SF)",2022,"NIA",0.038
"Research Zone","SF","Research Zone (SF)",2022,"NL",0.851
"Research Zone","SF","Research Zone (SF)",2022,"NR",0
"Research Zone","SF","Research Zone (SF)",2022,"OT",0
"Research Zone","SF","Research Zone (SF)",2022,"RKC",0
"Research Zone","SF","Research Zone (SF)",2022,"SC",0
"Research Zone","SF","Research Zone (SF)",2022,"SP",0.006
"Research Zone","SF","Research Zone (SF)",2023,"HC",0.099
"Research Zone","SF","Research Zone (SF)",2023,"HCB",0
"Research Zone","SF","Research Zone (SF)",2023,"NIA",0.062
"Research Zone","SF","Research Zone (SF)",2023,"NL",0.838
"Research Zone","SF","Research Zone (SF)",2023,"NR",0
"Research Zone","SF","Research Zone (SF)",2023,"OT",0
"Research Zone","SF","Research Zone (SF)",2023,"RKC",0
"Research Zone","SF","Research Zone (SF)",2023,"SC",0
"Research Zone","SF","Research Zone (SF)",2023,"SP",0
"Research Zone","SF","Research Zone (SF)",2024,"HC",0.131
"Research Zone","SF","Research Zone (SF)",2024,"HCB",0.006
"Research Zone","SF","Research Zone (SF)",2024,"NIA",0.031
"Research Zone","SF","Research Zone (SF)",2024,"NL",0.813
"Research Zone","SF","Research Zone (SF)",2024,"NR",0
"Research Zone","SF","Research Zone (SF)",2024,"OT",0
"Research Zone","SF","Research Zone (SF)",2024,"RKC",0.019
"Research Zone","SF","Research Zone (SF)",2024,"SC",0
"Research Zone","SF","Research Zone (SF)",2024,"SP",0
"Shark Bay","SF","Shark Bay (SF)",2013,"HC",0.137
"Shark Bay","SF","Shark Bay (SF)",2013,"HCB",0.038
"Shark Bay","SF","Shark Bay (SF)",2013,"NIA",0.106
"Shark Bay","SF","Shark Bay (SF)",2013,"NL",0.506
"Shark Bay","SF","Shark Bay (SF)",2013,"NR",0
"Shark Bay","SF","Shark Bay (SF)",2013,"OT",0
"Shark Bay","SF","Shark Bay (SF)",2013,"RKC",0.206
"Shark Bay","SF","Shark Bay (SF)",2013,"SC",0.006
"Shark Bay","SF","Shark Bay (SF)",2013,"SP",0
"Shark Bay","SF","Shark Bay (SF)",2014,"HC",0.062
"Shark Bay","SF","Shark Bay (SF)",2014,"HCB",0
"Shark Bay","SF","Shark Bay (SF)",2014,"NIA",0.138
"Shark Bay","SF","Shark Bay (SF)",2014,"NL",0.775
"Shark Bay","SF","Shark Bay (SF)",2014,"NR",0
"Shark Bay","SF","Shark Bay (SF)",2014,"OT",0.025
"Shark Bay","SF","Shark Bay (SF)",2014,"RKC",0
"Shark Bay","SF","Shark Bay (SF)",2014,"SC",0
"Shark Bay","SF","Shark Bay (SF)",2014,"SP",0
"Shark Bay","SF","Shark Bay (SF)",2015,"HC",0.087
"Shark Bay","SF","Shark Bay (SF)",2015,"HCB",0
"Shark Bay","SF","Shark Bay (SF)",2015,"NIA",0.219
"Shark Bay","SF","Shark Bay (SF)",2015,"NL",0.681
"Shark Bay","SF","Shark Bay (SF)",2015,"NR",0
"Shark Bay","SF","Shark Bay (SF)",2015,"OT",0
"Shark Bay","SF","Shark Bay (SF)",2015,"RKC",0.006
"Shark Bay","SF","Shark Bay (SF)",2015,"SC",0
"Shark Bay","SF","Shark Bay (SF)",2015,"SP",0.006
"Shark Bay","SF","Shark Bay (SF)",2016,"HC",0.069
"Shark Bay","SF","Shark Bay (SF)",2016,"HCB",0
"Shark Bay","SF","Shark Bay (SF)",2016,"NIA",0.1
"Shark Bay","SF","Shark Bay (SF)",2016,"NL",0.762
"Shark Bay","SF","Shark Bay (SF)",2016,"NR",0
"Shark Bay","SF","Shark Bay (SF)",2016,"OT",0.038
"Shark Bay","SF","Shark Bay (SF)",2016,"RKC",0.031
"Shark Bay","SF","Shark Bay (SF)",2016,"SC",0
"Shark Bay","SF","Shark Bay (SF)",2016,"SP",0
"Shark Bay","SF","Shark Bay (SF)",2017,"HC",0.1
"Shark Bay","SF","Shark Bay (SF)",2017,"HCB",0.05
"Shark Bay","SF","Shark Bay (SF)",2017,"NIA",0.081
"Shark Bay","SF","Shark Bay (SF)",2017,"NL",0.769
"Shark Bay","SF","Shark Bay (SF)",2017,"NR",0
"Shark Bay","SF","Shark Bay (SF)",2017,"OT",0
"Shark Bay","SF","Shark Bay (SF)",2017,"RKC",0
"Shark Bay","SF","Shark Bay (SF)",2017,"SC",0
"Shark Bay","SF","Shark Bay (SF)",2017,"SP",0
"Shark Bay","SF","Shark Bay (SF)",2018,"HC",0.156
"Shark Bay","SF","Shark Bay (SF)",2018,"HCB",0.013
"Shark Bay","SF","Shark Bay (SF)",2018,"NIA",0.169
"Shark Bay","SF","Shark Bay (SF)",2018,"NL",0.643
"Shark Bay","SF","Shark Bay (SF)",2018,"NR",0
"Shark Bay","SF","Shark Bay (SF)",2018,"OT",0.019
"Shark Bay","SF","Shark Bay (SF)",2018,"RKC",0
"Shark Bay","SF","Shark Bay (SF)",2018,"SC",0
"Shark Bay","SF","Shark Bay (SF)",2018,"SP",0
"Shark Bay","SF","Shark Bay (SF)",2019,"HC",0.093
"Shark Bay","SF","Shark Bay (SF)",2019,"HCB",0
"Shark Bay","SF","Shark Bay (SF)",2019,"NIA",0.288
"Shark Bay","SF","Shark Bay (SF)",2019,"NL",0.588
"Shark Bay","SF","Shark Bay (SF)",2019,"NR",0
"Shark Bay","SF","Shark Bay (SF)",2019,"OT",0.031
"Shark Bay","SF","Shark Bay (SF)",2019,"RKC",0
"Shark Bay","SF","Shark Bay (SF)",2019,"SC",0
"Shark Bay","SF","Shark Bay (SF)",2019,"SP",0
"Shark Bay","SF","Shark Bay (SF)",2020,"HC",0.107
"Shark Bay","SF","Shark Bay (SF)",2020,"HCB",0
"Shark Bay","SF","Shark Bay (SF)",2020,"NIA",0
"Shark Bay","SF","Shark Bay (SF)",2020,"NL",0.849
"Shark Bay","SF","Shark Bay (SF)",2020,"NR",0
"Shark Bay","SF","Shark Bay (SF)",2020,"OT",0.031
"Shark Bay","SF","Shark Bay (SF)",2020,"RKC",0.013
"Shark Bay","SF","Shark Bay (SF)",2020,"SC",0
"Shark Bay","SF","Shark Bay (SF)",2020,"SP",0
"Shark Bay","SF","Shark Bay (SF)",2021,"HC",0.075
"Shark Bay","SF","Shark Bay (SF)",2021,"HCB",0
"Shark Bay","SF","Shark Bay (SF)",2021,"NIA",0.088
"Shark Bay","SF","Shark Bay (SF)",2021,"NL",0.793
"Shark Bay","SF","Shark Bay (SF)",2021,"NR",0
"Shark Bay","SF","Shark Bay (SF)",2021,"OT",0.044
"Shark Bay","SF","Shark Bay (SF)",2021,"RKC",0
"Shark Bay","SF","Shark Bay (SF)",2021,"SC",0
"Shark Bay","SF","Shark Bay (SF)",2021,"SP",0
"Shark Bay","SF","Shark Bay (SF)",2022,"HC",0.114
"Shark Bay","SF","Shark Bay (SF)",2022,"HCB",0.006
"Shark Bay","SF","Shark Bay (SF)",2022,"NIA",0.175
"Shark Bay","SF","Shark Bay (SF)",2022,"NL",0.7
"Shark Bay","SF","Shark Bay (SF)",2022,"NR",0
"Shark Bay","SF","Shark Bay (SF)",2022,"OT",0.006
"Shark Bay","SF","Shark Bay (SF)",2022,"RKC",0
"Shark Bay","SF","Shark Bay (SF)",2022,"SC",0
"Shark Bay","SF","Shark Bay (SF)",2022,"SP",0
"Shark Bay","SF","Shark Bay (SF)",2023,"HC",0.188
"Shark Bay","SF","Shark Bay (SF)",2023,"HCB",0
"Shark Bay","SF","Shark Bay (SF)",2023,"NIA",0.013
"Shark Bay","SF","Shark Bay (SF)",2023,"NL",0.788
"Shark Bay","SF","Shark Bay (SF)",2023,"NR",0
"Shark Bay","SF","Shark Bay (SF)",2023,"OT",0.013
"Shark Bay","SF","Shark Bay (SF)",2023,"RKC",0
"Shark Bay","SF","Shark Bay (SF)",2023,"SC",0
"Shark Bay","SF","Shark Bay (SF)",2023,"SP",0
"Shark Bay","SF","Shark Bay (SF)",2024,"HC",0.169
"Shark Bay","SF","Shark Bay (SF)",2024,"HCB",0.006
"Shark Bay","SF","Shark Bay (SF)",2024,"NIA",0.131
"Shark Bay","SF","Shark Bay (SF)",2024,"NL",0.694
"Shark Bay","SF","Shark Bay (SF)",2024,"NR",0
"Shark Bay","SF","Shark Bay (SF)",2024,"OT",0
"Shark Bay","SF","Shark Bay (SF)",2024,"RKC",0
"Shark Bay","SF","Shark Bay (SF)",2024,"SC",0
"Shark Bay","SF","Shark Bay (SF)",2024,"SP",0
"Coral Cascade","NS","Coral Cascade (NS)",2013,"HC",0.432
"Coral Cascade","NS","Coral Cascade (NS)",2013,"HCB",0
"Coral Cascade","NS","Coral Cascade (NS)",2013,"NIA",0
"Coral Cascade","NS","Coral Cascade (NS)",2013,"NL",0.543
"Coral Cascade","NS","Coral Cascade (NS)",2013,"NR",0
"Coral Cascade","NS","Coral Cascade (NS)",2013,"OT",0.006
"Coral Cascade","NS","Coral Cascade (NS)",2013,"RKC",0
"Coral Cascade","NS","Coral Cascade (NS)",2013,"SC",0.013
"Coral Cascade","NS","Coral Cascade (NS)",2013,"SP",0.006
"Coral Cascade","NS","Coral Cascade (NS)",2014,"HC",0.494
"Coral Cascade","NS","Coral Cascade (NS)",2014,"HCB",0
"Coral Cascade","NS","Coral Cascade (NS)",2014,"NIA",0
"Coral Cascade","NS","Coral Cascade (NS)",2014,"NL",0.406
"Coral Cascade","NS","Coral Cascade (NS)",2014,"NR",0
"Coral Cascade","NS","Coral Cascade (NS)",2014,"OT",0.013
"Coral Cascade","NS","Coral Cascade (NS)",2014,"RKC",0
"Coral Cascade","NS","Coral Cascade (NS)",2014,"SC",0.081
"Coral Cascade","NS","Coral Cascade (NS)",2014,"SP",0.006
"Coral Cascade","NS","Coral Cascade (NS)",2015,"HC",0.568
"Coral Cascade","NS","Coral Cascade (NS)",2015,"HCB",0
"Coral Cascade","NS","Coral Cascade (NS)",2015,"NIA",0
"Coral Cascade","NS","Coral Cascade (NS)",2015,"NL",0.381
"Coral Cascade","NS","Coral Cascade (NS)",2015,"NR",0
"Coral Cascade","NS","Coral Cascade (NS)",2015,"OT",0.013
"Coral Cascade","NS","Coral Cascade (NS)",2015,"RKC",0.025
"Coral Cascade","NS","Coral Cascade (NS)",2015,"SC",0.013
"Coral Cascade","NS","Coral Cascade (NS)",2015,"SP",0
"Coral Cascade","NS","Coral Cascade (NS)",2016,"HC",0.605
"Coral Cascade","NS","Coral Cascade (NS)",2016,"HCB",0.019
"Coral Cascade","NS","Coral Cascade (NS)",2016,"NIA",0.006
"Coral Cascade","NS","Coral Cascade (NS)",2016,"NL",0.325
"Coral Cascade","NS","Coral Cascade (NS)",2016,"NR",0
"Coral Cascade","NS","Coral Cascade (NS)",2016,"OT",0.006
"Coral Cascade","NS","Coral Cascade (NS)",2016,"RKC",0
"Coral Cascade","NS","Coral Cascade (NS)",2016,"SC",0.038
"Coral Cascade","NS","Coral Cascade (NS)",2016,"SP",0
"Coral Cascade","NS","Coral Cascade (NS)",2017,"HC",0.45
"Coral Cascade","NS","Coral Cascade (NS)",2017,"HCB",0.1
"Coral Cascade","NS","Coral Cascade (NS)",2017,"NIA",0
"Coral Cascade","NS","Coral Cascade (NS)",2017,"NL",0.381
"Coral Cascade","NS","Coral Cascade (NS)",2017,"NR",0
"Coral Cascade","NS","Coral Cascade (NS)",2017,"OT",0.013
"Coral Cascade","NS","Coral Cascade (NS)",2017,"RKC",0.006
"Coral Cascade","NS","Coral Cascade (NS)",2017,"SC",0.05
"Coral Cascade","NS","Coral Cascade (NS)",2017,"SP",0
"Coral Cascade","NS","Coral Cascade (NS)",2018,"HC",0.531
"Coral Cascade","NS","Coral Cascade (NS)",2018,"HCB",0.013
"Coral Cascade","NS","Coral Cascade (NS)",2018,"NIA",0.006
"Coral Cascade","NS","Coral Cascade (NS)",2018,"NL",0.375
"Coral Cascade","NS","Coral Cascade (NS)",2018,"NR",0
"Coral Cascade","NS","Coral Cascade (NS)",2018,"OT",0.044
"Coral Cascade","NS","Coral Cascade (NS)",2018,"RKC",0.006
"Coral Cascade","NS","Coral Cascade (NS)",2018,"SC",0.026
"Coral Cascade","NS","Coral Cascade (NS)",2018,"SP",0
"Coral Cascade","NS","Coral Cascade (NS)",2019,"HC",0.532
"Coral Cascade","NS","Coral Cascade (NS)",2019,"HCB",0.013
"Coral Cascade","NS","Coral Cascade (NS)",2019,"NIA",0.019
"Coral Cascade","NS","Coral Cascade (NS)",2019,"NL",0.369
"Coral Cascade","NS","Coral Cascade (NS)",2019,"NR",0
"Coral Cascade","NS","Coral Cascade (NS)",2019,"OT",0.025
"Coral Cascade","NS","Coral Cascade (NS)",2019,"RKC",0.006
"Coral Cascade","NS","Coral Cascade (NS)",2019,"SC",0.038
"Coral Cascade","NS","Coral Cascade (NS)",2019,"SP",0
"Coral Cascade","NS","Coral Cascade (NS)",2020,"HC",0.601
"Coral Cascade","NS","Coral Cascade (NS)",2020,"HCB",0
"Coral Cascade","NS","Coral Cascade (NS)",2020,"NIA",0.019
"Coral Cascade","NS","Coral Cascade (NS)",2020,"NL",0.325
"Coral Cascade","NS","Coral Cascade (NS)",2020,"NR",0
"Coral Cascade","NS","Coral Cascade (NS)",2020,"OT",0
"Coral Cascade","NS","Coral Cascade (NS)",2020,"RKC",0
"Coral Cascade","NS","Coral Cascade (NS)",2020,"SC",0.056
"Coral Cascade","NS","Coral Cascade (NS)",2020,"SP",0
"Coral Cascade","NS","Coral Cascade (NS)",2021,"HC",0.668
"Coral Cascade","NS","Coral Cascade (NS)",2021,"HCB",0
"Coral Cascade","NS","Coral Cascade (NS)",2021,"NIA",0
"Coral Cascade","NS","Coral Cascade (NS)",2021,"NL",0.238
"Coral Cascade","NS","Coral Cascade (NS)",2021,"NR",0
"Coral Cascade","NS","Coral Cascade (NS)",2021,"OT",0.062
"Coral Cascade","NS","Coral Cascade (NS)",2021,"RKC",0
"Coral Cascade","NS","Coral Cascade (NS)",2021,"SC",0.031
"Coral Cascade","NS","Coral Cascade (NS)",2021,"SP",0
"Coral Cascade","NS","Coral Cascade (NS)",2022,"HC",0.557
"Coral Cascade","NS","Coral Cascade (NS)",2022,"HCB",0.006
"Coral Cascade","NS","Coral Cascade (NS)",2022,"NIA",0
"Coral Cascade","NS","Coral Cascade (NS)",2022,"NL",0.381
"Coral Cascade","NS","Coral Cascade (NS)",2022,"NR",0
"Coral Cascade","NS","Coral Cascade (NS)",2022,"OT",0.025
"Coral Cascade","NS","Coral Cascade (NS)",2022,"RKC",0
"Coral Cascade","NS","Coral Cascade (NS)",2022,"SC",0.031
"Coral Cascade","NS","Coral Cascade (NS)",2022,"SP",0
"Coral Cascade","NS","Coral Cascade (NS)",2023,"HC",0.794
"Coral Cascade","NS","Coral Cascade (NS)",2023,"HCB",0
"Coral Cascade","NS","Coral Cascade (NS)",2023,"NIA",0
"Coral Cascade","NS","Coral Cascade (NS)",2023,"NL",0.194
"Coral Cascade","NS","Coral Cascade (NS)",2023,"NR",0
"Coral Cascade","NS","Coral Cascade (NS)",2023,"OT",0
"Coral Cascade","NS","Coral Cascade (NS)",2023,"RKC",0
"Coral Cascade","NS","Coral Cascade (NS)",2023,"SC",0.013
"Coral Cascade","NS","Coral Cascade (NS)",2023,"SP",0
"Coral Cascade","NS","Coral Cascade (NS)",2024,"HC",0.294
"Coral Cascade","NS","Coral Cascade (NS)",2024,"HCB",0
"Coral Cascade","NS","Coral Cascade (NS)",2024,"NIA",0.025
"Coral Cascade","NS","Coral Cascade (NS)",2024,"NL",0.606
"Coral Cascade","NS","Coral Cascade (NS)",2024,"NR",0
"Coral Cascade","NS","Coral Cascade (NS)",2024,"OT",0.05
"Coral Cascade","NS","Coral Cascade (NS)",2024,"RKC",0.006
"Coral Cascade","NS","Coral Cascade (NS)",2024,"SC",0.019
"Coral Cascade","NS","Coral Cascade (NS)",2024,"SP",0
"Coral Grotto","NS","Coral Grotto (NS)",2013,"HC",0.288
"Coral Grotto","NS","Coral Grotto (NS)",2013,"HCB",0
"Coral Grotto","NS","Coral Grotto (NS)",2013,"NIA",0.006
"Coral Grotto","NS","Coral Grotto (NS)",2013,"NL",0.656
"Coral Grotto","NS","Coral Grotto (NS)",2013,"NR",0
"Coral Grotto","NS","Coral Grotto (NS)",2013,"OT",0.013
"Coral Grotto","NS","Coral Grotto (NS)",2013,"RKC",0
"Coral Grotto","NS","Coral Grotto (NS)",2013,"SC",0.025
"Coral Grotto","NS","Coral Grotto (NS)",2013,"SP",0.012
"Coral Grotto","NS","Coral Grotto (NS)",2014,"HC",0.339
"Coral Grotto","NS","Coral Grotto (NS)",2014,"HCB",0
"Coral Grotto","NS","Coral Grotto (NS)",2014,"NIA",0.006
"Coral Grotto","NS","Coral Grotto (NS)",2014,"NL",0.625
"Coral Grotto","NS","Coral Grotto (NS)",2014,"NR",0
"Coral Grotto","NS","Coral Grotto (NS)",2014,"OT",0
"Coral Grotto","NS","Coral Grotto (NS)",2014,"RKC",0
"Coral Grotto","NS","Coral Grotto (NS)",2014,"SC",0.026
"Coral Grotto","NS","Coral Grotto (NS)",2014,"SP",0.006
"Coral Grotto","NS","Coral Grotto (NS)",2015,"HC",0.433
"Coral Grotto","NS","Coral Grotto (NS)",2015,"HCB",0
"Coral Grotto","NS","Coral Grotto (NS)",2015,"NIA",0
"Coral Grotto","NS","Coral Grotto (NS)",2015,"NL",0.55
"Coral Grotto","NS","Coral Grotto (NS)",2015,"NR",0
"Coral Grotto","NS","Coral Grotto (NS)",2015,"OT",0
"Coral Grotto","NS","Coral Grotto (NS)",2015,"RKC",0
"Coral Grotto","NS","Coral Grotto (NS)",2015,"SC",0.019
"Coral Grotto","NS","Coral Grotto (NS)",2015,"SP",0
"Coral Grotto","NS","Coral Grotto (NS)",2016,"HC",0.6
"Coral Grotto","NS","Coral Grotto (NS)",2016,"HCB",0
"Coral Grotto","NS","Coral Grotto (NS)",2016,"NIA",0.05
"Coral Grotto","NS","Coral Grotto (NS)",2016,"NL",0.325
"Coral Grotto","NS","Coral Grotto (NS)",2016,"NR",0
"Coral Grotto","NS","Coral Grotto (NS)",2016,"OT",0
"Coral Grotto","NS","Coral Grotto (NS)",2016,"RKC",0
"Coral Grotto","NS","Coral Grotto (NS)",2016,"SC",0.025
"Coral Grotto","NS","Coral Grotto (NS)",2016,"SP",0
"Coral Grotto","NS","Coral Grotto (NS)",2017,"HC",0.47
"Coral Grotto","NS","Coral Grotto (NS)",2017,"HCB",0
"Coral Grotto","NS","Coral Grotto (NS)",2017,"NIA",0
"Coral Grotto","NS","Coral Grotto (NS)",2017,"NL",0.444
"Coral Grotto","NS","Coral Grotto (NS)",2017,"NR",0
"Coral Grotto","NS","Coral Grotto (NS)",2017,"OT",0
"Coral Grotto","NS","Coral Grotto (NS)",2017,"RKC",0
"Coral Grotto","NS","Coral Grotto (NS)",2017,"SC",0.081
"Coral Grotto","NS","Coral Grotto (NS)",2017,"SP",0.006
"Coral Grotto","NS","Coral Grotto (NS)",2018,"HC",0.594
"Coral Grotto","NS","Coral Grotto (NS)",2018,"HCB",0
"Coral Grotto","NS","Coral Grotto (NS)",2018,"NIA",0
"Coral Grotto","NS","Coral Grotto (NS)",2018,"NL",0.368
"Coral Grotto","NS","Coral Grotto (NS)",2018,"NR",0
"Coral Grotto","NS","Coral Grotto (NS)",2018,"OT",0.013
"Coral Grotto","NS","Coral Grotto (NS)",2018,"RKC",0
"Coral Grotto","NS","Coral Grotto (NS)",2018,"SC",0.025
"Coral Grotto","NS","Coral Grotto (NS)",2018,"SP",0
"Coral Grotto","NS","Coral Grotto (NS)",2020,"HC",0.606
"Coral Grotto","NS","Coral Grotto (NS)",2020,"HCB",0
"Coral Grotto","NS","Coral Grotto (NS)",2020,"NIA",0
"Coral Grotto","NS","Coral Grotto (NS)",2020,"NL",0.324
"Coral Grotto","NS","Coral Grotto (NS)",2020,"NR",0
"Coral Grotto","NS","Coral Grotto (NS)",2020,"OT",0.013
"Coral Grotto","NS","Coral Grotto (NS)",2020,"RKC",0
"Coral Grotto","NS","Coral Grotto (NS)",2020,"SC",0.056
"Coral Grotto","NS","Coral Grotto (NS)",2020,"SP",0
"Coral Grotto","NS","Coral Grotto (NS)",2021,"HC",0.689
"Coral Grotto","NS","Coral Grotto (NS)",2021,"HCB",0
"Coral Grotto","NS","Coral Grotto (NS)",2021,"NIA",0
"Coral Grotto","NS","Coral Grotto (NS)",2021,"NL",0.288
"Coral Grotto","NS","Coral Grotto (NS)",2021,"NR",0
"Coral Grotto","NS","Coral Grotto (NS)",2021,"OT",0
"Coral Grotto","NS","Coral Grotto (NS)",2021,"RKC",0.006
"Coral Grotto","NS","Coral Grotto (NS)",2021,"SC",0.019
"Coral Grotto","NS","Coral Grotto (NS)",2021,"SP",0
"Coral Grotto","NS","Coral Grotto (NS)",2022,"HC",0.67
"Coral Grotto","NS","Coral Grotto (NS)",2022,"HCB",0
"Coral Grotto","NS","Coral Grotto (NS)",2022,"NIA",0
"Coral Grotto","NS","Coral Grotto (NS)",2022,"NL",0.275
"Coral Grotto","NS","Coral Grotto (NS)",2022,"NR",0
"Coral Grotto","NS","Coral Grotto (NS)",2022,"OT",0.013
"Coral Grotto","NS","Coral Grotto (NS)",2022,"RKC",0
"Coral Grotto","NS","Coral Grotto (NS)",2022,"SC",0.038
"Coral Grotto","NS","Coral Grotto (NS)",2022,"SP",0.006
"Coral Grotto","NS","Coral Grotto (NS)",2023,"HC",0.619
"Coral Grotto","NS","Coral Grotto (NS)",2023,"HCB",0
"Coral Grotto","NS","Coral Grotto (NS)",2023,"NIA",0
"Coral Grotto","NS","Coral Grotto (NS)",2023,"NL",0.344
"Coral Grotto","NS","Coral Grotto (NS)",2023,"NR",0.006
"Coral Grotto","NS","Coral Grotto (NS)",2023,"OT",0.013
"Coral Grotto","NS","Coral Grotto (NS)",2023,"RKC",0
"Coral Grotto","NS","Coral Grotto (NS)",2023,"SC",0.019
"Coral Grotto","NS","Coral Grotto (NS)",2023,"SP",0
"Coral Grotto","NS","Coral Grotto (NS)",2024,"HC",0.263
"Coral Grotto","NS","Coral Grotto (NS)",2024,"HCB",0.006
"Coral Grotto","NS","Coral Grotto (NS)",2024,"NIA",0.013
"Coral Grotto","NS","Coral Grotto (NS)",2024,"NL",0.681
"Coral Grotto","NS","Coral Grotto (NS)",2024,"NR",0
"Coral Grotto","NS","Coral Grotto (NS)",2024,"OT",0
"Coral Grotto","NS","Coral Grotto (NS)",2024,"RKC",0.012
"Coral Grotto","NS","Coral Grotto (NS)",2024,"SC",0.025
"Coral Grotto","NS","Coral Grotto (NS)",2024,"SP",0
"Libby's Lair","NS","Libby's Lair (NS)",2013,"HC",0.475
"Libby's Lair","NS","Libby's Lair (NS)",2013,"HCB",0.013
"Libby's Lair","NS","Libby's Lair (NS)",2013,"NIA",0
"Libby's Lair","NS","Libby's Lair (NS)",2013,"NL",0.382
"Libby's Lair","NS","Libby's Lair (NS)",2013,"NR",0
"Libby's Lair","NS","Libby's Lair (NS)",2013,"OT",0.006
"Libby's Lair","NS","Libby's Lair (NS)",2013,"RKC",0
"Libby's Lair","NS","Libby's Lair (NS)",2013,"SC",0.094
